slope_ET,slope_Q,slope_Sed,model
0.246099659,0.541393353,0.146142341,CNRM_CM5_RCP45
0.200708553,0.198836544,0.000835884,CNRM_CM5_RCP45
-0.005190262,0.37148968,0.099467598,CNRM_CM5_RCP45
0.347332575,0.240180333,0.00489328,CNRM_CM5_RCP45
0.133544823,0.030566849,0.009079819,CNRM_CM5_RCP45
0.419614686,-0.071161158,-0.097702946,CNRM_CM5_RCP45
0.850560141,0.065364909,-0.001392078,CNRM_CM5_RCP45
0.215954299,0.756879081,0.095519656,CNRM_CM5_RCP45
0.198288881,0.217356144,0.002062366,CNRM_CM5_RCP45
0.055810409,0.702477013,0.115079752,CNRM_CM5_RCP45
0.1375151,0.886538137,0.030941559,CNRM_CM5_RCP45
0.007521534,0.641351509,0.02855923,CNRM_CM5_RCP45
0.149227007,0.251785454,0.006391799,CNRM_CM5_RCP45
-0.153671786,0.81798764,0.242622686,CNRM_CM5_RCP45
-0.174804025,1.180997932,0.138170858,CNRM_CM5_RCP45
0.731125693,0.789916754,0.229034856,CNRM_CM5_RCP45
0.0991982,0.127163506,0.002544002,CNRM_CM5_RCP45
-0.035213842,0.2334286,0.009122624,CNRM_CM5_RCP45
0.217251023,0.113122669,0.001783917,CNRM_CM5_RCP45
0.217627046,0.196243129,0.012352572,CNRM_CM5_RCP45
0.432127482,0.198264216,0.003305557,CNRM_CM5_RCP45
0.020824296,0.235380864,0.016963344,CNRM_CM5_RCP45
0.577612807,0.534849625,-0.001316737,CNRM_CM5_RCP45
-0.053631407,0.477493387,0.079873865,CNRM_CM5_RCP45
0.038677493,0.654584733,0.502861773,CNRM_CM5_RCP45
0.370916877,0.141272848,0.000451716,CNRM_CM5_RCP45
0.588343141,0.525056446,0.015950906,CNRM_CM5_RCP45
-0.418098362,0.522750369,0.11876373,CNRM_CM5_RCP45
0.084754886,0.167446841,0.003581423,CNRM_CM5_RCP45
0.160166648,1.281904019,0.216581328,CNRM_CM5_RCP45
-0.151673295,0.309728248,0.33804418,CNRM_CM5_RCP45
0.156449497,0.044616972,0.000526057,CNRM_CM5_RCP45
0.6883,0.093699737,0.039243465,CNRM_CM5_RCP45
0.428948474,0.164106401,0.010579634,CNRM_CM5_RCP45
0.722882312,0.035279606,0.003745645,CNRM_CM5_RCP45
0.478945489,0.119632754,0.02531392,CNRM_CM5_RCP45
-0.191135661,0.045030607,0.000573832,CNRM_CM5_RCP45
0.011432933,0.195075403,0.006511169,CNRM_CM5_RCP45
0.197533727,0.159233749,0.011576711,CNRM_CM5_RCP45
0.26090066,0.357958397,0.046433313,CNRM_CM5_RCP45
0.82333987,0.194334492,0.040544941,CNRM_CM5_RCP45
0.500139283,0.476505411,0.146065077,CNRM_CM5_RCP45
-0.035390424,0.061005976,0.001674883,CNRM_CM5_RCP45
0.695464239,0.276180328,0.001271998,CNRM_CM5_RCP45
0.49776061,0.135510622,0.004497596,CNRM_CM5_RCP45
-0.583534325,0.920757541,0.007057128,CNRM_CM5_RCP45
0.746419751,0.246649038,0.129632821,CNRM_CM5_RCP45
0.580271411,0.18026269,0.012515329,CNRM_CM5_RCP45
-0.014032815,0.115578511,0.000744449,CNRM_CM5_RCP45
0.212358212,0.103773871,0.015429718,CNRM_CM5_RCP45
0.244634643,0.110928947,0.02654039,CNRM_CM5_RCP45
0.605548943,0.109234174,0.026333816,CNRM_CM5_RCP45
0.488933201,0.19722637,0.012122333,CNRM_CM5_RCP45
0.75607656,0.069645164,0.008434766,CNRM_CM5_RCP45
0.097237903,0.217171601,0.020346819,CNRM_CM5_RCP45
0.506526862,0.079812908,0.008407636,CNRM_CM5_RCP45
0.303339496,0.200217045,0.078244482,CNRM_CM5_RCP45
0.260000615,0.150847423,0.007166156,CNRM_CM5_RCP45
-0.050389496,0.038779892,0.000126515,CNRM_CM5_RCP45
-0.002879131,0.347867844,0.140656658,CNRM_CM5_RCP45
0.034322568,0.551850525,0.020937752,CNRM_CM5_RCP45
0.468798396,0.138890966,0.005943152,CNRM_CM5_RCP45
0.035942129,0.329344197,0.003084845,CNRM_CM5_RCP45
-0.066499363,0.418443006,0.001201644,CNRM_CM5_RCP45
0.66954579,0.075802594,0.018795517,CNRM_CM5_RCP45
0.372552907,0.139412433,-0.000100777,CNRM_CM5_RCP45
0.541941603,0.289838607,0.018902108,CNRM_CM5_RCP45
0.279662042,0.193218387,0.022025028,CNRM_CM5_RCP45
-0.173480685,0.165194337,0.112176314,CNRM_CM5_RCP45
0.036392297,0.190550061,0.008512791,CNRM_CM5_RCP45
0.043431748,0.201644192,0.002274089,CNRM_CM5_RCP45
0.876063808,0.089827555,0.002552622,CNRM_CM5_RCP45
-0.29833172,0.22632022,-0.000140882,CNRM_CM5_RCP45
0.463812282,0.160258805,0.00357263,CNRM_CM5_RCP45
0.665969438,0.115542548,0.007276901,CNRM_CM5_RCP45
0.047392822,0.09136558,0.021180518,CNRM_CM5_RCP45
-0.60633537,0.157779053,8.31E-05,CNRM_CM5_RCP45
0.938956524,0.121255283,0.002344952,CNRM_CM5_RCP45
0.0607384,0.261692542,0.008998306,CNRM_CM5_RCP45
1.025559207,0.109849066,0.000217045,CNRM_CM5_RCP45
0.058756289,0.229352538,0.006429237,CNRM_CM5_RCP45
-0.115384386,0.310290401,0.032725061,CNRM_CM5_RCP45
-0.241627326,0.059889887,7.04E-05,CNRM_CM5_RCP45
-0.087727225,0.170474944,0.001728617,CNRM_CM5_RCP45
0.185256669,0.161631284,0.043533263,CNRM_CM5_RCP45
0.406005842,0.133033917,0.006004031,CNRM_CM5_RCP45
-0.075713517,0.224688791,0.013259677,CNRM_CM5_RCP45
-0.095201286,0.143737472,0.001114518,CNRM_CM5_RCP45
0.32815554,0.176464524,0.049064138,CNRM_CM5_RCP45
-0.134372255,0.158459548,0.018101951,CNRM_CM5_RCP45
0.205357295,0.138961695,0.044554757,CNRM_CM5_RCP45
0.132486298,0.134479551,0.003465804,CNRM_CM5_RCP45
-0.175665105,0.124253186,0.032396651,CNRM_CM5_RCP45
0.629457497,0.332005998,0.55999399,CNRM_CM5_RCP45
-0.169032128,0.373304987,0.049388557,CNRM_CM5_RCP45
-0.065527063,0.352455255,0.030114798,CNRM_CM5_RCP45
-0.276811494,0.19600208,0.014442716,CNRM_CM5_RCP45
0.683557977,0.073987271,0.000432653,CNRM_CM5_RCP45
0.207742106,0.412645013,0.052902661,CNRM_CM5_RCP45
-0.066908167,0.213290329,-0.000240004,CNRM_CM5_RCP45
-0.229480797,0.239249256,0.128442939,CNRM_CM5_RCP45
0.21575028,0.146793946,0.012812232,CNRM_CM5_RCP45
0.524378226,0.149214775,0.010608833,CNRM_CM5_RCP45
0.528516631,0.11010303,0.039793571,CNRM_CM5_RCP45
0.095623815,0.153665793,0.020973306,CNRM_CM5_RCP45
0.652955233,0.221617755,0.005496853,CNRM_CM5_RCP45
0.434408145,0.109630764,0.009531261,CNRM_CM5_RCP45
0.352630177,0.116287578,0.008877068,CNRM_CM5_RCP45
0.331271361,0.008082284,0.000278902,CNRM_CM5_RCP45
0.427923798,0.171150632,0.00088035,CNRM_CM5_RCP45
-0.490313143,0.532712394,0.097151789,CNRM_CM5_RCP45
0.250917638,0.297981144,0.098487511,CNRM_CM5_RCP45
-0.176157335,0.199225833,0.000632676,CNRM_CM5_RCP45
-0.321020517,0.257579919,0.028458917,CNRM_CM5_RCP45
0.640359593,0.118419505,0.004059716,CNRM_CM5_RCP45
0.566565424,0.082633397,0.004786063,CNRM_CM5_RCP45
-0.063447127,0.180508525,0.005803086,CNRM_CM5_RCP45
0.096601839,0.425100274,0.092991956,CNRM_CM5_RCP45
-0.00517566,0.179890591,0.043937478,CNRM_CM5_RCP45
-0.025081513,0.200545623,0.021853919,CNRM_CM5_RCP45
-0.23582732,0.236206943,0.087331725,CNRM_CM5_RCP45
0.068640849,0.234588171,0.007942582,CNRM_CM5_RCP45
-0.007759101,0.233540603,0.10185909,CNRM_CM5_RCP45
0.281404042,0.07184143,0.010829092,CNRM_CM5_RCP45
0.517868375,0.041422484,0.000406837,CNRM_CM5_RCP45
0.246326453,0.265719762,0.099923602,CNRM_CM5_RCP45
-0.240119454,0.360616039,0.053405305,CNRM_CM5_RCP45
-0.184919644,0.460498267,0.078337058,CNRM_CM5_RCP45
-0.073214272,0.449868403,0.030149044,CNRM_CM5_RCP45
0.134367895,0.30894773,0.014675184,CNRM_CM5_RCP45
0.153043722,0.278071383,0.040602214,CNRM_CM5_RCP45
0.453349542,0.10414219,0.074419136,CNRM_CM5_RCP45
1.064293817,0.0959285,0.028813394,CNRM_CM5_RCP45
0.277636846,0.32345592,0.045990742,CNRM_CM5_RCP45
0.209034979,0.250575134,0.001007262,CNRM_CM5_RCP45
0.278095354,0.076590966,0.121503159,CNRM_CM5_RCP45
0.201947009,0.049011701,0.004321791,CNRM_CM5_RCP45
0.395635778,0.186191145,0.041974519,CNRM_CM5_RCP45
-0.043053595,0.109472663,0.00631269,CNRM_CM5_RCP45
0.612052901,0.053184492,0.000466547,CNRM_CM5_RCP45
-0.126034532,0.187376163,0.005228477,CNRM_CM5_RCP45
0.645731546,0.226629562,0.008971864,CNRM_CM5_RCP45
-0.464860404,0.227225984,0.008495528,CNRM_CM5_RCP45
0.784424335,0.015979282,0.000190983,CNRM_CM5_RCP45
0.064594141,0.110524128,0.000604897,CNRM_CM5_RCP45
0.616070695,-0.00355781,8.49E-05,CNRM_CM5_RCP45
-0.152926453,0.248016128,0.014409492,CNRM_CM5_RCP45
-0.198667531,0.134801621,0.022449133,CNRM_CM5_RCP45
0.019869063,0.127706138,0.066460638,CNRM_CM5_RCP45
-0.211636706,0.443625637,0.076721126,CNRM_CM5_RCP45
-0.12050611,0.244294555,0.026646758,CNRM_CM5_RCP45
0.043785527,0.324471104,0.019813562,CNRM_CM5_RCP45
0.106961516,0.149708945,0.009315809,CNRM_CM5_RCP45
0.44917836,0.138926632,0.069154204,CNRM_CM5_RCP45
0.09982325,0.098902901,0.014599284,CNRM_CM5_RCP45
0.185274268,0.136509191,0.000427778,CNRM_CM5_RCP45
-0.195215385,0.228233425,0.006272188,CNRM_CM5_RCP45
0.541981971,0.100312142,-1.08E-06,CNRM_CM5_RCP45
0.673021858,0.122964507,0.000711455,CNRM_CM5_RCP45
0.026432838,0.068158743,0.006073943,CNRM_CM5_RCP45
0.330806664,0.083414049,0.027498994,CNRM_CM5_RCP45
-0.396681026,0.117966201,0.071439485,CNRM_CM5_RCP45
0.347932787,0.109095299,0.025522954,CNRM_CM5_RCP45
0.380232519,0.076768392,0.00053078,CNRM_CM5_RCP45
-0.077026342,0.305017386,0.020653041,CNRM_CM5_RCP45
0.215319902,0.102250073,0.000805747,CNRM_CM5_RCP45
0.789159822,0.118981703,0.002393169,CNRM_CM5_RCP45
0.157383816,0.061819426,0.000844494,CNRM_CM5_RCP45
-0.338299715,0.268086265,0.014628539,CNRM_CM5_RCP45
-0.376729388,0.203442738,0.003853762,CNRM_CM5_RCP45
0.087051917,0.049328511,0.001044382,CNRM_CM5_RCP45
0.667151247,0.089271942,-5.48E-05,CNRM_CM5_RCP45
1.001638277,0.028227426,0.02584257,CNRM_CM5_RCP45
0.035514093,0.145078869,0.00109053,CNRM_CM5_RCP45
0.418257703,0.051018929,3.19E-05,CNRM_CM5_RCP45
0.295329103,0.112216324,0.024646763,CNRM_CM5_RCP45
-0.064880339,0.196112768,0.002613204,CNRM_CM5_RCP45
0.103580411,0.124352834,0.033742923,CNRM_CM5_RCP45
0.47478778,0.101306244,0.002913355,CNRM_CM5_RCP45
0.021689037,0.302046327,0.102166296,CNRM_CM5_RCP45
0.006002035,0.164295433,0.035923574,CNRM_CM5_RCP45
-0.111913065,0.20759986,0.004304165,CNRM_CM5_RCP45
-0.331127728,0.270775861,0.061070617,CNRM_CM5_RCP45
-0.252186824,0.203564261,0.001682156,CNRM_CM5_RCP45
0.372829165,0.114015183,0.000358453,CNRM_CM5_RCP45
0.049099911,0.166070114,0.000934235,CNRM_CM5_RCP45
0.81293447,0.015897769,1.09E-05,CNRM_CM5_RCP45
-0.267381954,0.241522272,0.003483855,CNRM_CM5_RCP45
0.063007497,0.146152158,0.026297512,CNRM_CM5_RCP45
-0.284959828,0.538375095,0.064746092,CNRM_CM5_RCP45
0.779133285,0.030144046,0.000971964,CNRM_CM5_RCP45
0.230493756,0.127770243,0.0020393,CNRM_CM5_RCP45
-0.206430104,0.159982614,0.005806004,CNRM_CM5_RCP45
0.224640306,0.294882061,0.017296059,CNRM_CM5_RCP45
-0.108438635,0.332830188,0.010713719,CNRM_CM5_RCP45
-0.215587427,0.066687774,0.001395226,CNRM_CM5_RCP45
0.483350039,0.061486991,0.007000229,CNRM_CM5_RCP45
0.730236438,0.032624038,0.001207077,CNRM_CM5_RCP45
-0.115092162,0.148028114,0.000559364,CNRM_CM5_RCP45
0.75444697,0.048879931,9.22E-05,CNRM_CM5_RCP45
0.588283984,0.040031367,0.000201191,CNRM_CM5_RCP45
0.557672294,0.104024357,0.0002723,CNRM_CM5_RCP45
0.397101672,0.090693705,0.021730378,CNRM_CM5_RCP45
0.389295774,0.178180685,0.012738931,CNRM_CM5_RCP45
0.615276426,0.275288232,-0.032373362,CNRM_CM5_RCP45
0.039123496,0.088224284,0.008638998,CNRM_CM5_RCP45
0.359729696,0.18595994,0.041265765,CNRM_CM5_RCP45
0.694582195,0.147493895,0.009425604,CNRM_CM5_RCP45
-0.183483044,0.131695489,0.005992185,CNRM_CM5_RCP45
0.695076062,0.063659671,0.006838467,CNRM_CM5_RCP45
0.065647238,0.193481703,0.011021131,CNRM_CM5_RCP45
0.268709073,0.200148278,0.018383917,CNRM_CM5_RCP45
0.386229221,0.166328444,0.010347842,CNRM_CM5_RCP45
0.527505674,0.121053667,0.000557323,CNRM_CM5_RCP45
0.07517481,0.224439725,0.047451778,CNRM_CM5_RCP45
0.633810689,0.090183581,0.000510169,CNRM_CM5_RCP45
0.436397143,0.09467325,-4.25E-05,CNRM_CM5_RCP45
0.269575973,0.11595852,0.014423083,CNRM_CM5_RCP45
0.410849083,0.065906966,0.009054998,CNRM_CM5_RCP45
0.817717576,0.005957922,8.89E-07,CNRM_CM5_RCP45
0.281309168,0.219859168,0.003533089,CNRM_CM5_RCP45
0.425296036,0.139785996,4.11E-06,CNRM_CM5_RCP45
0.08900535,0.06145464,0.000317414,CNRM_CM5_RCP45
0.527223871,0.225470008,0.033289009,CNRM_CM5_RCP45
-0.079190055,0.157576649,0.00128305,CNRM_CM5_RCP45
0.372578309,0.133086125,-0.003772943,CNRM_CM5_RCP45
-0.119804651,0.236001666,0.001147507,CNRM_CM5_RCP45
0.662993465,0.036480596,0.000667436,CNRM_CM5_RCP45
0.216807195,0.078294197,0.003516363,CNRM_CM5_RCP45
0.475894924,0.066897015,0.064121472,CNRM_CM5_RCP45
0.400377544,0.102195455,0.009106133,CNRM_CM5_RCP45
0.165534358,0.10275005,0.006727247,CNRM_CM5_RCP45
-0.292142716,0.132290446,0.01966667,CNRM_CM5_RCP45
0.315714932,0.068681295,0.003304718,CNRM_CM5_RCP45
0.017888937,0.03205677,0.000576241,CNRM_CM5_RCP45
0.325799592,0.02361662,0.000394415,CNRM_CM5_RCP45
-0.173206161,0.099625162,0.000578634,CNRM_CM5_RCP45
-0.036299184,0.111235275,0.001943912,CNRM_CM5_RCP45
0.405409755,0.12333191,0.004188344,CNRM_CM5_RCP45
0.048530808,0.083126895,0.007487522,CNRM_CM5_RCP45
-0.021752286,0.284626381,0.077604411,CNRM_CM5_RCP45
0.153662796,0.726219544,0.341153175,CNRM_CM5_RCP45
0.517833844,0.065704741,0.026196014,CNRM_CM5_RCP45
0.468635091,0.097484532,0.026085443,CNRM_CM5_RCP45
-0.139186371,0.133053449,0.00091496,CNRM_CM5_RCP45
0.27617879,0.270886639,0.036658631,CNRM_CM5_RCP45
-0.02882225,0.256514881,0.011494169,CNRM_CM5_RCP45
0.495025531,0.169987785,0.127660409,CNRM_CM5_RCP45
-0.001670874,0.581490916,0.2965197,CNRM_CM5_RCP45
-0.434313462,0.132775799,0.003780098,CNRM_CM5_RCP45
-0.066143733,0.248243096,0.004406669,CNRM_CM5_RCP45
-0.033066184,0.202929847,0.001152449,CNRM_CM5_RCP45
-0.087247305,0.217195293,0.008060247,CNRM_CM5_RCP45
0.684380389,0.147090558,0.021465754,CNRM_CM5_RCP45
0.093364294,0.058988434,0.000366777,CNRM_CM5_RCP45
-0.140310767,0.071034817,0.000433911,CNRM_CM5_RCP45
-0.110245544,0.27930611,0.011761002,CNRM_CM5_RCP45
0.219053835,0.293911712,0.082601549,CNRM_CM5_RCP45
0.544192677,0.186163713,0.00817898,CNRM_CM5_RCP45
-0.016892442,0.468359336,0.155050548,CNRM_CM5_RCP45
0.218261969,0.188287036,0.016754087,CNRM_CM5_RCP45
-0.274999519,0.252833123,0.001984638,CNRM_CM5_RCP45
0.43074891,0.123796266,0.002048664,CNRM_CM5_RCP45
0.325162964,0.13784654,0.112908464,CNRM_CM5_RCP45
0.015593208,0.236698122,0.007331524,CNRM_CM5_RCP45
0.581763981,0.099293728,0.006699743,CNRM_CM5_RCP45
0.154441083,0.184898127,0.001611633,CNRM_CM5_RCP45
-0.045084716,0.205149189,0.005152577,CNRM_CM5_RCP45
0.493354953,0.190387489,0.007668817,CNRM_CM5_RCP45
0.486254081,0.038329394,2.79E-05,CNRM_CM5_RCP45
-0.114586952,0.170816341,-1.05E-05,CNRM_CM5_RCP45
-0.039670019,0.02954176,0.000540189,CNRM_CM5_RCP45
-0.296131949,0.19996387,0.071639339,CNRM_CM5_RCP45
0.086296897,0.117042062,0.013264552,CNRM_CM5_RCP45
-0.188483151,0.155410571,0.021911796,CNRM_CM5_RCP45
0.983832815,0.062957972,0.281043968,CNRM_CM5_RCP45
-0.285642638,0.293115748,0.116330915,CNRM_CM5_RCP45
0.043322199,0.140334129,0.001064328,CNRM_CM5_RCP45
-0.139967688,0.202536784,0.043261209,CNRM_CM5_RCP45
-0.097469236,0.11247334,0.001898675,CNRM_CM5_RCP45
0.225795824,0.177779265,0.112299189,CNRM_CM5_RCP45
-0.879912578,0.700387036,0.153186119,CNRM_CM5_RCP45
-0.113730484,0.218282603,0.033625352,CNRM_CM5_RCP45
0.231307558,0.091831876,0.065336701,CNRM_CM5_RCP45
1.235081859,0.055879718,0.021392967,CNRM_CM5_RCP45
0.307773373,0.169776716,0.031490552,CNRM_CM5_RCP45
0.168393778,0.176464255,0.049431233,CNRM_CM5_RCP45
-0.05112699,0.131533984,0.001006602,CNRM_CM5_RCP45
-0.092061958,0.255383587,0.015959593,CNRM_CM5_RCP45
-0.09675038,0.227723189,0.007423988,CNRM_CM5_RCP45
-0.114737601,0.027558833,0.000110974,CNRM_CM5_RCP45
0.044037819,0.174024653,0.006508771,CNRM_CM5_RCP45
0.229984951,0.126984112,0.003450414,CNRM_CM5_RCP45
-0.210940072,0.148635191,0.002378405,CNRM_CM5_RCP45
0.78969995,0.012830803,0.000796405,CNRM_CM5_RCP45
0.742407877,0.081459347,0.002487058,CNRM_CM5_RCP45
0.513125671,0.059725028,3.10E-05,CNRM_CM5_RCP45
0.264840731,0.740191704,-0.027517716,CNRM_CM5_RCP45
0.541147585,0.288420617,0.102174206,CNRM_CM5_RCP45
0.465342906,0.140617414,0.003657267,CNRM_CM5_RCP45
-0.058688657,0.175564731,0.004501576,CNRM_CM5_RCP45
0.377972943,0.270465491,0.041263076,CNRM_CM5_RCP45
-0.133351476,0.045137696,0.003249352,CNRM_CM5_RCP45
-0.210495578,0.033908659,0.000101822,CNRM_CM5_RCP45
-0.168130171,0.300318795,0.06679782,CNRM_CM5_RCP45
0.209902119,0.066415759,0.014732239,CNRM_CM5_RCP45
0.097280395,0.133181943,0.031559051,CNRM_CM5_RCP45
0.019548915,0.061321165,0.001166928,CNRM_CM5_RCP45
0.401598932,0.225299916,-0.003153483,CNRM_CM5_RCP45
0.376613143,0.070197535,0.012630719,CNRM_CM5_RCP45
0.65432865,0.108974212,0.022067241,CNRM_CM5_RCP45
0.899755406,0.074042067,0.001976694,CNRM_CM5_RCP45
0.673694466,0.017720718,2.82E-05,CNRM_CM5_RCP45
0.045892632,0.136991821,0.000907916,CNRM_CM5_RCP45
0.79837216,0.045578242,0.00075,CNRM_CM5_RCP45
0.257516067,0.139500503,0.008734727,CNRM_CM5_RCP45
-0.055663847,0.135616296,0.038245332,CNRM_CM5_RCP45
-0.28048722,0.153080082,0.010752913,CNRM_CM5_RCP45
0.182076739,0.124418795,0.046349883,CNRM_CM5_RCP45
0.315286153,0.100060007,0.016336147,CNRM_CM5_RCP45
0.349372876,0.243372015,0.268020326,CNRM_CM5_RCP45
0.203634202,0.101516972,0.014313501,CNRM_CM5_RCP45
0.744790742,0.059052454,0.006929338,CNRM_CM5_RCP45
0.070251722,0.410220332,0.133259627,CNRM_CM5_RCP45
-0.081967078,0.267990541,0.034243185,CNRM_CM5_RCP45
0.561553332,0.26883404,0.011526945,CNRM_CM5_RCP45
0.065305613,0.348221484,0.243007267,CNRM_CM5_RCP45
0.650196249,0.043430389,0.000947881,CNRM_CM5_RCP45
0.387452175,0.12762041,0.001076521,CNRM_CM5_RCP45
0.484874279,0.109415334,0.000777393,CNRM_CM5_RCP45
0.487588199,0.197990262,0.003744818,CNRM_CM5_RCP45
0.228384537,0.25384588,-0.000405439,CNRM_CM5_RCP45
0.696226453,0.19641515,0.006415944,CNRM_CM5_RCP45
-0.184537998,0.437176839,0.017552108,CNRM_CM5_RCP45
0.126542844,0.100901526,0.023171601,CNRM_CM5_RCP45
-0.057260035,0.279136633,0.020666531,CNRM_CM5_RCP45
-0.105038115,0.199983441,0.00214356,CNRM_CM5_RCP45
0.680643901,0.305190921,0.111770779,CNRM_CM5_RCP45
0.206677661,0.272963473,0.317123194,CNRM_CM5_RCP45
0.683270282,0.100571629,0.006678449,CNRM_CM5_RCP45
0.790247048,0.177410862,0.059043616,CNRM_CM5_RCP45
0.890198658,0.077175609,0.001519164,CNRM_CM5_RCP45
2.116783721,-0.001425073,0.000367051,CNRM_CM5_RCP45
0.153376979,0.116893012,0.001799687,CNRM_CM5_RCP45
0.13586203,0.238595433,0.401742447,CNRM_CM5_RCP45
-0.013098027,0.156027085,0.007782653,CNRM_CM5_RCP45
0.83173485,0.062879003,0.018780769,CNRM_CM5_RCP45
-0.081370947,0.171376923,0.017350956,CNRM_CM5_RCP45
0.029517604,0.146440239,0.006223345,CNRM_CM5_RCP45
-0.103490508,0.139254221,0.018553684,CNRM_CM5_RCP45
-0.141003181,0.100693554,0.012234604,CNRM_CM5_RCP45
-0.376309699,0.167984129,0.019398519,CNRM_CM5_RCP45
0.492531412,0.169346819,0.014635594,CNRM_CM5_RCP45
-0.076770069,0.268096355,0.022728729,CNRM_CM5_RCP45
-0.028753986,0.151626996,0.005670181,CNRM_CM5_RCP45
-0.47797912,0.120707441,0.012952465,CNRM_CM5_RCP45
0.710178209,0.087378539,0.003533324,CNRM_CM5_RCP45
-0.028202281,0.265587019,0.041682737,CNRM_CM5_RCP45
-0.032091318,0.07440507,0.006301789,CNRM_CM5_RCP45
-0.052316246,0.106395366,0.006353444,CNRM_CM5_RCP45
-0.165946316,0.09009602,0.014164004,CNRM_CM5_RCP45
0.517801347,0.036033307,0.001666402,CNRM_CM5_RCP45
0.239092034,0.0544955,0.019746724,CNRM_CM5_RCP45
-0.068769242,0.139557653,0.003621338,CNRM_CM5_RCP45
-0.204255098,0.044567487,0.000962019,CNRM_CM5_RCP45
-0.043903511,0.112781284,0.002662433,CNRM_CM5_RCP45
0.088376275,0.101722551,0.005071992,CNRM_CM5_RCP45
-0.167332989,0.176558984,0.010400565,CNRM_CM5_RCP45
-0.055663462,0.088569913,0.003243744,CNRM_CM5_RCP45
-0.265610515,0.133326588,0.008818638,CNRM_CM5_RCP45
-0.071534895,0.271839652,0.028724178,CNRM_CM5_RCP45
0.151208676,0.083088803,1.32E-06,CNRM_CM5_RCP45
0.3322535,0.071573731,0.003896003,CNRM_CM5_RCP45
-0.067634129,0.19698977,0.017514194,CNRM_CM5_RCP45
0.569059923,0.058170315,0.000146523,CNRM_CM5_RCP45
0.184315647,0.083213998,0.001852499,CNRM_CM5_RCP45
0.393531675,0.261703382,0.009754903,CNRM_CM5_RCP45
0.021713484,0.135868163,0.000417733,CNRM_CM5_RCP45
0.118790485,0.109398804,0.005638735,CNRM_CM5_RCP45
0.381707922,0.160185331,0.019345863,CNRM_CM5_RCP45
0.106609682,0.143024676,0.007434168,CNRM_CM5_RCP45
0.570419488,0.027722702,0.000146159,CNRM_CM5_RCP45
0.768309,0.045900889,0.000629724,CNRM_CM5_RCP45
0.225373043,0.1324062,0.007277583,CNRM_CM5_RCP45
0.486419371,0.115555395,0.011389658,CNRM_CM5_RCP45
0.551105959,0.099482368,0.000187176,CNRM_CM5_RCP45
0.096365368,0.037133128,0.000946808,CNRM_CM5_RCP45
-0.045069186,0.178540189,0.002345304,CNRM_CM5_RCP45
0.710644214,0.048319371,0.000655736,CNRM_CM5_RCP45
0.914750263,0.30536364,-0.060904103,CNRM_CM5_RCP45
0.611726962,0.01913698,0.018065754,CNRM_CM5_RCP45
0.258133084,0.083139513,0.00152817,CNRM_CM5_RCP45
0.377137517,0.011031088,0.00175047,CNRM_CM5_RCP45
0.465253684,0.006781613,0.000925486,CNRM_CM5_RCP45
0.001584615,0.080045986,0.001189513,CNRM_CM5_RCP45
0.056012785,0.175633117,0.001266285,CNRM_CM5_RCP45
0.082475509,0.141674978,0.008755322,CNRM_CM5_RCP45
0.169882597,0.32209399,0.04365625,CNRM_CM5_RCP45
0.047110622,0.092870461,0.000160264,CNRM_CM5_RCP45
0.051114054,0.141005523,0.003624838,CNRM_CM5_RCP45
-0.068868616,0.199383699,0.003110689,CNRM_CM5_RCP45
0.005997004,0.127223971,0.001161656,CNRM_CM5_RCP45
0.060221405,0.105419857,0.002639546,CNRM_CM5_RCP45
0.612765206,0.014961952,0.00068097,CNRM_CM5_RCP45
0.085196976,0.521690955,0.182901744,CNRM_CM5_RCP45
0.259188411,0.420886192,0.187808587,CNRM_CM5_RCP45
0.055711812,0.116849491,0.012464876,CNRM_CM5_RCP45
0.296087321,0.186797546,0.002984638,CNRM_CM5_RCP45
0.300232178,0.313727337,0.015327672,CNRM_CM5_RCP45
0.062075386,0.188598071,0.001468739,CNRM_CM5_RCP45
0.167321981,0.139173055,0.001295645,CNRM_CM5_RCP45
0.013443392,0.460755193,0.049040474,CNRM_CM5_RCP45
0.291698362,0.104350794,0.00133778,CNRM_CM5_RCP45
0.068823971,0.274937489,0.02803111,CNRM_CM5_RCP45
0.136847876,0.444547876,0.07180881,CNRM_CM5_RCP45
-0.065778891,0.479555993,0.053158302,CNRM_CM5_RCP45
0.297468823,0.149437517,0.000845081,CNRM_CM5_RCP45
0.048971377,0.27722031,0.022002258,CNRM_CM5_RCP45
-0.03587708,0.031305551,7.67E-06,CNRM_CM5_RCP45
0.121702974,0.163055764,0.004939842,CNRM_CM5_RCP45
0.174012466,0.110454629,0.000530697,CNRM_CM5_RCP45
0.052366452,0.104668934,0.004084789,CNRM_CM5_RCP45
0.013959599,0.16668447,0.000675235,CNRM_CM5_RCP45
-0.089946182,0.262122289,0.009443862,CNRM_CM5_RCP45
0.153583738,0.14954048,-0.000148362,CNRM_CM5_RCP45
0.158076398,0.193827421,0.000838741,CNRM_CM5_RCP45
0.073656373,0.195412019,0.003737634,CNRM_CM5_RCP45
0.117422115,0.167481379,0.010440905,CNRM_CM5_RCP45
0.167940111,0.134471294,0.005626716,CNRM_CM5_RCP45
0.021204769,0.207201688,0.017189032,CNRM_CM5_RCP45
0.185856557,0.18446553,0.005307105,CNRM_CM5_RCP45
