slope_ET,slope_Q,slope_Sed,model
0.176406921,0.250557279,0.01463793,CNRM_CM5_RCP45
-0.066712556,0.407091335,0.048484783,CNRM_CM5_RCP45
-0.072341648,0.217165245,0.001307385,CNRM_CM5_RCP45
-0.108117621,0.269308475,0.016883011,CNRM_CM5_RCP45
0.263806004,0.242519097,0.021903589,CNRM_CM5_RCP45
0.169573669,0.175709571,0.019216011,CNRM_CM5_RCP45
-0.053577717,0.599673669,0.003599676,CNRM_CM5_RCP45
0.663122305,0.203465804,0.003385426,CNRM_CM5_RCP45
-0.343815066,0.265440916,-0.001323776,CNRM_CM5_RCP45
0.8838053,0.139052292,0.001102409,CNRM_CM5_RCP45
-0.029991229,0.210043157,0.002196221,CNRM_CM5_RCP45
-0.008164932,0.163829495,0.004088529,CNRM_CM5_RCP45
-0.144526878,0.260914417,0.098465407,CNRM_CM5_RCP45
0.196238724,0.34534654,0.015551565,CNRM_CM5_RCP45
0.530697529,0.333749055,0.095061449,CNRM_CM5_RCP45
0.181030439,0.2246706,0.017358749,CNRM_CM5_RCP45
0.847090206,0.277370226,0.005769941,CNRM_CM5_RCP45
0.465227141,0.315362852,0.000197859,CNRM_CM5_RCP45
0.073785566,0.217397009,0.424475073,CNRM_CM5_RCP45
0.089208408,0.228668275,0.008547769,CNRM_CM5_RCP45
-0.245772283,0.427796691,0.028252309,CNRM_CM5_RCP45
0.436347607,0.072389893,0.035913708,CNRM_CM5_RCP45
0.905490748,0.049440049,0.003227879,CNRM_CM5_RCP45
0.50784446,0.115567576,9.29E-05,CNRM_CM5_RCP45
0.156928086,0.031765944,0.002705518,CNRM_CM5_RCP45
-0.176876644,0.331362042,0.007426493,CNRM_CM5_RCP45
-0.031364412,0.231538042,0.003337701,CNRM_CM5_RCP45
0.086180266,0.228811354,0.01241136,CNRM_CM5_RCP45
-0.630733883,0.14604138,0.003915329,CNRM_CM5_RCP45
0.048155411,0.09464181,0.007883531,CNRM_CM5_RCP45
0.348888545,0.357968772,0.006454629,CNRM_CM5_RCP45
0.123163489,0.514407592,0.185161907,CNRM_CM5_RCP45
-0.085489624,0.25549403,0.002352829,CNRM_CM5_RCP45
0.565245075,0.114434532,0.00941785,CNRM_CM5_RCP45
0.604422423,0.342842744,0.035054919,CNRM_CM5_RCP45
0.486106988,0.187083067,0.057034492,CNRM_CM5_RCP45
-0.087190815,0.322107156,0.120914563,CNRM_CM5_RCP45
0.323366072,0.210428919,0.012701263,CNRM_CM5_RCP45
0.237907089,0.159672529,0.031559794,CNRM_CM5_RCP45
0.262826962,0.191125576,0.001254075,CNRM_CM5_RCP45
0.576500503,0.232383559,0.071819684,CNRM_CM5_RCP45
0.426550196,0.092466447,0.034411483,CNRM_CM5_RCP45
0.684368633,0.117378231,0.000138769,CNRM_CM5_RCP45
-0.301186846,0.298993554,0.02173305,CNRM_CM5_RCP45
0.903750721,0.077712992,0.001792515,CNRM_CM5_RCP45
-0.374877298,0.323828416,0.028626906,CNRM_CM5_RCP45
0.228941318,0.203587327,0.005659403,CNRM_CM5_RCP45
-0.343722708,0.281741737,0.029135426,CNRM_CM5_RCP45
0.085361583,0.189793493,0.021926571,CNRM_CM5_RCP45
0.243830613,0.178358777,0.145465809,CNRM_CM5_RCP45
0.052404372,0.246729897,0.011723893,CNRM_CM5_RCP45
0.092063652,0.182399905,0.075909772,CNRM_CM5_RCP45
0.366891441,0.352437511,0.048749167,CNRM_CM5_RCP45
0.439338059,0.167793588,6.63E-05,CNRM_CM5_RCP45
0.99412372,0.073658508,0.016124189,CNRM_CM5_RCP45
0.029342872,0.15087699,0.01886231,CNRM_CM5_RCP45
-0.442795908,0.221321953,0.001599592,CNRM_CM5_RCP45
-0.053333536,0.13656302,0.003212086,CNRM_CM5_RCP45
0.463453829,0.107863422,0.017742185,CNRM_CM5_RCP45
0.933446405,0.038048351,0.273272982,CNRM_CM5_RCP45
0.073062623,0.264602823,-0.039046998,CNRM_CM5_RCP45
0.92981326,0.214428902,-0.013909682,CNRM_CM5_RCP45
0.294689775,0.152293051,0.003927588,CNRM_CM5_RCP45
0.238911175,0.206422266,0.091283235,CNRM_CM5_RCP45
0.040072881,0.193398099,0.005032027,CNRM_CM5_RCP45
0.121290318,0.347326129,0.031359649,CNRM_CM5_RCP45
0.469131949,0.521205943,-0.000841486,CNRM_CM5_RCP45
1.567564177,0.054864999,0.024195584,CNRM_CM5_RCP45
-0.028896942,0.35273537,0.003844488,CNRM_CM5_RCP45
1.067495198,0.077494169,0.053629964,CNRM_CM5_RCP45
0.048693593,0.297790636,0.01750033,CNRM_CM5_RCP45
-0.225830423,0.41489323,0.03941567,CNRM_CM5_RCP45
0.49037476,0.258999782,0.069609794,CNRM_CM5_RCP45
1.225934246,0.104099944,0.321723183,CNRM_CM5_RCP45
1.437332854,0.208669192,0.056667168,CNRM_CM5_RCP45
-0.176682161,0.153402482,0.006042051,CNRM_CM5_RCP45
-0.687617688,0.590805138,0.000804355,CNRM_CM5_RCP45
0.199553488,0.184897076,0.015784476,CNRM_CM5_RCP45
0.056575839,0.211450749,0.015087679,CNRM_CM5_RCP45
0.122617196,0.186446791,0.014836712,CNRM_CM5_RCP45
-0.185649687,0.237300911,0.010612265,CNRM_CM5_RCP45
0.035384632,0.12695256,0.160908072,CNRM_CM5_RCP45
0.405075878,0.237265301,0.003852303,CNRM_CM5_RCP45
-0.114638534,0.266233676,0.032093962,CNRM_CM5_RCP45
-0.558660364,0.192142856,0.021445427,CNRM_CM5_RCP45
-1.773667358,0.87813977,0.039217587,CNRM_CM5_RCP45
-2.25868873,0.488724335,0.003313819,CNRM_CM5_RCP45
0.197314557,0.131114568,0.024667967,CNRM_CM5_RCP45
-0.590348502,0.10626918,0.000388557,CNRM_CM5_RCP45
-0.108513769,0.349014009,0.095886963,CNRM_CM5_RCP45
0.381319661,0.140216827,0.016335689,CNRM_CM5_RCP45
-0.200325039,0.305401895,0.057485924,CNRM_CM5_RCP45
-0.301594438,0.189651336,0.063574173,CNRM_CM5_RCP45
0.222468918,0.411688311,0.04170071,CNRM_CM5_RCP45
0.626449279,0.182972987,0.003592604,CNRM_CM5_RCP45
-0.064373412,0.031998971,0.001278293,CNRM_CM5_RCP45
0.788244432,0.109570013,0.05807244,CNRM_CM5_RCP45
-0.630382239,0.334504316,-0.003184252,CNRM_CM5_RCP45
-0.19714323,0.078699402,0.002231507,CNRM_CM5_RCP45
1.226353567,0.029337835,0.000455797,CNRM_CM5_RCP45
0.671826755,0.061129864,0.035405272,CNRM_CM5_RCP45
0.067352901,0.190204349,0.123807793,CNRM_CM5_RCP45
-0.349892358,0.367653701,0.043580859,CNRM_CM5_RCP45
0.365087165,0.108958,0.037567643,CNRM_CM5_RCP45
0.006510661,0.274912304,0.007772987,CNRM_CM5_RCP45
0.675261125,0.179852024,0.061941508,CNRM_CM5_RCP45
0.328668107,0.395425397,0.011386935,CNRM_CM5_RCP45
0.064393029,0.26195478,0.004213081,CNRM_CM5_RCP45
-0.121915161,0.324907569,0.013690183,CNRM_CM5_RCP45
0.787455283,0.119802052,0.016847646,CNRM_CM5_RCP45
0.489778013,0.200311701,0.003187958,CNRM_CM5_RCP45
-0.488373815,0.498833397,0.100370103,CNRM_CM5_RCP45
0.063934431,0.204157351,0.019927706,CNRM_CM5_RCP45
0.521273709,0.202418901,0.031014982,CNRM_CM5_RCP45
0.539178164,0.117486885,0.002796517,CNRM_CM5_RCP45
0.821803242,0.252392654,0.02305677,CNRM_CM5_RCP45
-0.421083525,0.078019337,7.10E-05,CNRM_CM5_RCP45
-0.276315877,0.202192257,0.000727404,CNRM_CM5_RCP45
-0.034794907,0.052320561,0.000160929,CNRM_CM5_RCP45
0.304399022,0.33506993,0.129080618,CNRM_CM5_RCP45
0.710624955,0.024347171,0.001519164,CNRM_CM5_RCP45
-0.134589188,0.306709308,0.020968152,CNRM_CM5_RCP45
-0.130723071,0.199392414,0.037122999,CNRM_CM5_RCP45
-0.225150157,0.210145869,0.02914593,CNRM_CM5_RCP45
-0.271983235,0.307094153,0.080308212,CNRM_CM5_RCP45
0.770210532,0.270603175,-0.001888763,CNRM_CM5_RCP45
0.482337684,0.18582912,0.07525123,CNRM_CM5_RCP45
0.342859392,0.239655518,0.012282251,CNRM_CM5_RCP45
-0.379067162,0.34413608,0.15777983,CNRM_CM5_RCP45
0.754075648,0.371794807,-0.039884185,CNRM_CM5_RCP45
0.091019432,0.171361511,0.003130518,CNRM_CM5_RCP45
0.020095086,0.254370617,0.012651957,CNRM_CM5_RCP45
-0.015843661,0.316947311,0.013021361,CNRM_CM5_RCP45
0.27550189,0.240324184,0.023622356,CNRM_CM5_RCP45
0.041335135,0.380146042,0.144138327,CNRM_CM5_RCP45
0.294439926,0.145920584,0.005155076,CNRM_CM5_RCP45
0.362783167,0.297021456,0.008825788,CNRM_CM5_RCP45
0.129229087,0.090169186,0.003626185,CNRM_CM5_RCP45
0.656339132,0.134809073,0.005310924,CNRM_CM5_RCP45
1.094447803,0.125916285,0.014989842,CNRM_CM5_RCP45
0.577952672,0.098754903,0.002867392,CNRM_CM5_RCP45
-0.879450721,0.363888691,0.001417665,CNRM_CM5_RCP45
0.666636393,0.236752667,0.015693689,CNRM_CM5_RCP45
-0.021457866,0.248838311,0.010302253,CNRM_CM5_RCP45
0.41214787,0.216198893,0.00906046,CNRM_CM5_RCP45
-0.050855534,0.290122881,0.033759196,CNRM_CM5_RCP45
0.017580641,0.296930512,0.016681843,CNRM_CM5_RCP45
0.266662958,0.183486958,0.02531894,CNRM_CM5_RCP45
0.565877421,0.244742822,0.027121433,CNRM_CM5_RCP45
0.60392699,0.084753455,0.053814686,CNRM_CM5_RCP45
0.400783637,0.040625889,0.001018957,CNRM_CM5_RCP45
0.330439065,0.186463747,0.024216581,CNRM_CM5_RCP45
0.391048843,0.220174911,0.127312036,CNRM_CM5_RCP45
0.087379495,0.335353829,0.039817923,CNRM_CM5_RCP45
-0.630640345,0.394413819,0.06743485,CNRM_CM5_RCP45
0.561806653,0.067999133,0.011068616,CNRM_CM5_RCP45
0.3144384,0.16512154,6.03E-05,CNRM_CM5_RCP45
0.57230407,0.048570561,0.002556865,CNRM_CM5_RCP45
0.583116324,0.113591357,0.171364725,CNRM_CM5_RCP45
1.010437684,-0.02982453,0.473224911,CNRM_CM5_RCP45
1.444855339,0.041564406,0.025223301,CNRM_CM5_RCP45
0.545138484,0.190782072,0.010121545,CNRM_CM5_RCP45
-0.119508956,0.370891978,0.252598038,CNRM_CM5_RCP45
-0.233592911,0.130674709,0.000730943,CNRM_CM5_RCP45
0.06709593,0.298255316,0.055557502,CNRM_CM5_RCP45
1.02178343,0.01096406,0.000241547,CNRM_CM5_RCP45
0.675063098,0.159168107,0.005536879,CNRM_CM5_RCP45
0.246736975,0.211644902,0.099347999,CNRM_CM5_RCP45
0.512374173,0.200201364,0.012095567,CNRM_CM5_RCP45
0.959264725,0.10464096,0.004983302,CNRM_CM5_RCP45
0.085428617,0.476608335,0.064303052,CNRM_CM5_RCP45
0.122061818,0.212184073,0.201320125,CNRM_CM5_RCP45
-0.842127695,0.224086074,0.001236622,CNRM_CM5_RCP45
0.509916262,0.422629936,0.623177935,CNRM_CM5_RCP45
0.446682759,0.281236153,0.086755646,CNRM_CM5_RCP45
1.032445886,0.298521584,0.006653964,CNRM_CM5_RCP45
1.104472238,0.229282335,0.003196808,CNRM_CM5_RCP45
0.018259235,0.184719779,0.001079785,CNRM_CM5_RCP45
-0.662697876,0.207075184,0.002441402,CNRM_CM5_RCP45
0.54982898,0.285105697,-0.002008889,CNRM_CM5_RCP45
1.889249597,0.152657955,0.000692218,CNRM_CM5_RCP45
0.539845259,0.184179433,3.34E-05,CNRM_CM5_RCP45
0.719844918,0.147936209,0.002330792,CNRM_CM5_RCP45
0.092545125,0.327591581,0.00404167,CNRM_CM5_RCP45
-0.184822674,0.308875682,0.035722479,CNRM_CM5_RCP45
0.312996601,0.133917168,0.041430943,CNRM_CM5_RCP45
0.9641669,0.172424843,-0.000118616,CNRM_CM5_RCP45
1.03022637,0.096285214,0.002908184,CNRM_CM5_RCP45
0.692661723,0.185876672,0.003167174,CNRM_CM5_RCP45
0.667791391,0.107666335,0.00129948,CNRM_CM5_RCP45
0.001457446,0.2261697,0.00234091,CNRM_CM5_RCP45
0.15105696,0.219688831,0.004731513,CNRM_CM5_RCP45
0.118548138,0.108250319,0.029305697,CNRM_CM5_RCP45
0.483511186,0.215511717,0.053738612,CNRM_CM5_RCP45
0.349409068,0.219372915,0.03844981,CNRM_CM5_RCP45
0.165861348,0.224545969,0.01729972,CNRM_CM5_RCP45
0.109892705,0.278381233,0.014777068,CNRM_CM5_RCP45
0.350056775,0.430259945,0.007826459,CNRM_CM5_RCP45
0.618252985,0.080406166,0.001666167,CNRM_CM5_RCP45
0.066187858,0.23069091,0.002163993,CNRM_CM5_RCP45
0.39725696,0.17863371,0.00564929,CNRM_CM5_RCP45
-0.090938713,0.202298927,0.007255009,CNRM_CM5_RCP45
0.460336594,0.309013786,0.019359621,CNRM_CM5_RCP45
0.652034431,0.096223893,0.007816877,CNRM_CM5_RCP45
0.372890597,0.148798882,0.313182049,CNRM_CM5_RCP45
0.573391771,0.146149145,0.01976567,CNRM_CM5_RCP45
0.803697887,0.180553438,0.00705417,CNRM_CM5_RCP45
1.047684973,0.217908788,-0.011783872,CNRM_CM5_RCP45
0.677517542,0.210409744,-0.002447389,CNRM_CM5_RCP45
0.938207089,0.134732664,0.006762422,CNRM_CM5_RCP45
0.525058576,0.059784783,0.048894902,CNRM_CM5_RCP45
0.440888216,0.317542313,0.014531798,CNRM_CM5_RCP45
0.94046624,0.180230467,0.022700481,CNRM_CM5_RCP45
0.661358458,0.159723809,0.016684436,CNRM_CM5_RCP45
0.675700022,0.241347462,0.022205786,CNRM_CM5_RCP45
0.016001934,0.177540877,0.021255568,CNRM_CM5_RCP45
0.63790582,0.115095517,0.012264451,CNRM_CM5_RCP45
0.264129908,0.092789982,0.016885197,CNRM_CM5_RCP45
-0.035880596,0.2212072,0.002192962,CNRM_CM5_RCP45
0.997398597,0.125698597,0.017064378,CNRM_CM5_RCP45
0.000404707,0.344927208,-0.000262097,CNRM_CM5_RCP45
0.181405546,0.273365351,0.01264612,CNRM_CM5_RCP45
0.586257787,0.420691682,0.0381438,CNRM_CM5_RCP45
1.108958128,0.159878075,0.008089496,CNRM_CM5_RCP45
0.819688814,0.175520427,0.008765837,CNRM_CM5_RCP45
0.67456037,0.38504787,-0.000405546,CNRM_CM5_RCP45
0.01268911,0.35243565,0.004556093,CNRM_CM5_RCP45
0.020558246,0.255004841,0.028277437,CNRM_CM5_RCP45
-1.003003841,0.450556306,-0.000478846,CNRM_CM5_RCP45
0.364320572,0.322084973,0.005875341,CNRM_CM5_RCP45
0.855750637,0.096240636,0.082163506,CNRM_CM5_RCP45
-0.51215213,0.571610683,0.041061259,CNRM_CM5_RCP45
-0.010042593,0.242508631,0.009711114,CNRM_CM5_RCP45
1.254505149,0.29675114,0.029597507,CNRM_CM5_RCP45
0.088087343,0.184910158,0.242743767,CNRM_CM5_RCP45
-0.391533134,0.54769531,0.04132704,CNRM_CM5_RCP45
0.201327236,0.37210994,0.039967006,CNRM_CM5_RCP45
-0.182626336,0.435771131,0.058151806,CNRM_CM5_RCP45
0.350412578,0.240338545,0.000346909,CNRM_CM5_RCP45
0.008159431,0.354469438,0.009715318,CNRM_CM5_RCP45
0.876427404,0.134055339,0.031922339,CNRM_CM5_RCP45
0.070103198,0.324365932,0.019101878,CNRM_CM5_RCP45
0.700196059,0.093791754,0.200729813,CNRM_CM5_RCP45
-0.05573726,0.4200938,0.084023938,CNRM_CM5_RCP45
-0.047302029,0.230429483,0.00794948,CNRM_CM5_RCP45
0.338293459,0.140973217,0.00930947,CNRM_CM5_RCP45
0.461362444,0.154319393,0.033356356,CNRM_CM5_RCP45
0.017470818,0.144475682,0.101828606,CNRM_CM5_RCP45
-0.123161986,0.211954372,0.006686114,CNRM_CM5_RCP45
-0.225151755,0.289639758,0.110686857,CNRM_CM5_RCP45
-0.086924407,-0.054190161,0.038042347,CNRM_CM5_RCP45
1.554400498,0.103799955,0.017441838,CNRM_CM5_RCP45
0.054093968,0.197645936,0.074577331,CNRM_CM5_RCP45
0.293537411,0.138731423,0.007794074,CNRM_CM5_RCP45
0.05623158,0.265883151,0.002633369,CNRM_CM5_RCP45
0.259218057,0.206266844,0.048312349,CNRM_CM5_RCP45
0.265762662,0.032830887,0.001786555,CNRM_CM5_RCP45
0.619223178,0.175580367,0.026388993,CNRM_CM5_RCP45
1.024745382,0.066808732,0.017704388,CNRM_CM5_RCP45
1.196385823,0.004515183,-3.58E-07,CNRM_CM5_RCP45
0.425685007,0.115881144,0.014543554,CNRM_CM5_RCP45
-0.47552476,0.195711114,0.054213462,CNRM_CM5_RCP45
0.098390267,0.077737763,0.001995187,CNRM_CM5_RCP45
-0.147982212,0.124150799,0.013168353,CNRM_CM5_RCP45
1.22981094,0.077937042,0.000329975,CNRM_CM5_RCP45
0.958345651,0.119366413,-0.002423245,CNRM_CM5_RCP45
0.166912288,0.082556026,0.053509839,CNRM_CM5_RCP45
0.183727443,0.157754506,0.006928008,CNRM_CM5_RCP45
0.430247652,0.085878421,0.000671556,CNRM_CM5_RCP45
-0.00908636,0.272554506,0.260145936,CNRM_CM5_RCP45
0.686374575,0.226339267,0.001651604,CNRM_CM5_RCP45
-0.216443661,0.179823373,0.152995433,CNRM_CM5_RCP45
0.046013808,0.154825386,-0.008776124,CNRM_CM5_RCP45
0.448668012,0.130434492,0.017439529,CNRM_CM5_RCP45
0.242208525,0.187519516,0.051709878,CNRM_CM5_RCP45
0.083025386,0.091436304,0.000775989,CNRM_CM5_RCP45
0.180093907,0.105093884,0.008884934,CNRM_CM5_RCP45
0.572431871,0.363055629,0.000379987,CNRM_CM5_RCP45
0.630052197,0.239810717,0.041607994,CNRM_CM5_RCP45
0.142199765,0.287085739,0.005807005,CNRM_CM5_RCP45
-0.096322803,0.436954142,0.032584392,CNRM_CM5_RCP45
0.290442621,0.372998233,0.066718085,CNRM_CM5_RCP45
0.393654679,0.181438109,0.040090111,CNRM_CM5_RCP45
-0.399305624,0.236066486,-3.71E-05,CNRM_CM5_RCP45
-0.162762729,0.20462609,0.006073832,CNRM_CM5_RCP45
0.580111209,0.304081189,0.008578309,CNRM_CM5_RCP45
-0.258014915,0.145615899,0.014884845,CNRM_CM5_RCP45
-0.650819331,0.364938417,-0.006192436,CNRM_CM5_RCP45
0.037140044,0.328843006,0.140953533,CNRM_CM5_RCP45
-0.12391155,0.150008313,0.001598284,CNRM_CM5_RCP45
0.261748071,0.251076834,0.000790832,CNRM_CM5_RCP45
1.526031261,0.115163557,0.051812394,CNRM_CM5_RCP45
-0.162051146,0.511249111,0.05575753,CNRM_CM5_RCP45
0.066337014,0.129459744,0.010952365,CNRM_CM5_RCP45
0.609127991,0.278498636,0.007794728,CNRM_CM5_RCP45
0.771109179,0.19802685,0.066655037,CNRM_CM5_RCP45
1.3667715,0.02984522,0.002720332,CNRM_CM5_RCP45
-0.382611913,0.231763607,0.12222131,CNRM_CM5_RCP45
0.055228595,0.218675039,0.006474765,CNRM_CM5_RCP45
0.427119052,0.083675207,0.00331136,CNRM_CM5_RCP45
0.798105752,0.125283184,0.000122859,CNRM_CM5_RCP45
0.742256228,-0.252046036,0.55234957,CNRM_CM5_RCP45
0.747153919,0.088446925,0.035725285,CNRM_CM5_RCP45
0.979520617,0.041465267,0.056491799,CNRM_CM5_RCP45
0.225691128,0.117026314,0.0180348,CNRM_CM5_RCP45
0.253448804,0.171414485,0.121697965,CNRM_CM5_RCP45
0.874299413,-0.021767822,0.030698468,CNRM_CM5_RCP45
0.44359792,0.099422602,6.49E-05,CNRM_CM5_RCP45
0.420112058,0.148505915,0.010683933,CNRM_CM5_RCP45
0.627605383,0.051847227,0.021145282,CNRM_CM5_RCP45
0.051810706,0.359713534,0.0211964,CNRM_CM5_RCP45
-0.040020874,0.382216631,0.03529157,CNRM_CM5_RCP45
-0.918808715,0.137986119,0.004544684,CNRM_CM5_RCP45
0.900536102,0.183328997,0.011551632,CNRM_CM5_RCP45
-0.083764216,0.458699603,0.025971143,CNRM_CM5_RCP45
0.213568141,0.143324776,0.031528589,CNRM_CM5_RCP45
1.130457575,0.08771013,0.019312198,CNRM_CM5_RCP45
-0.014032709,0.059287265,0.000135376,CNRM_CM5_RCP45
0.375535504,0.039215865,0.000263752,CNRM_CM5_RCP45
0.814002449,0.004292369,0.025703008,CNRM_CM5_RCP45
0.71730156,0.141972059,0.006241631,CNRM_CM5_RCP45
0.607364199,0.170382005,0.011263372,CNRM_CM5_RCP45
0.099963853,0.064717788,0.010237097,CNRM_CM5_RCP45
1.116533156,0.123950906,-0.01655341,CNRM_CM5_RCP45
-0.313745975,0.478972691,0.045492464,CNRM_CM5_RCP45
0.164757005,0.396123362,0.064835051,CNRM_CM5_RCP45
-0.13830043,0.340333699,0.006350403,CNRM_CM5_RCP45
0.101044622,0.263417257,0.034442939,CNRM_CM5_RCP45
-0.521628511,0.279814255,0.044926549,CNRM_CM5_RCP45
-0.057456585,0.267849748,0.005906507,CNRM_CM5_RCP45
0.442273071,0.30256525,0.008199994,CNRM_CM5_RCP45
0.230977996,0.155891078,0.00262183,CNRM_CM5_RCP45
0.172771584,0.215412561,0.027093784,CNRM_CM5_RCP45
-0.27306165,0.434340072,0.053952376,CNRM_CM5_RCP45
-0.202102555,0.263873474,0.019117509,CNRM_CM5_RCP45
0.234472496,0.103645656,0.016681211,CNRM_CM5_RCP45
0.049249737,0.21996828,0.017510107,CNRM_CM5_RCP45
0.287295751,0.235978662,0.035308229,CNRM_CM5_RCP45
0.355935068,0.083915776,0.002136058,CNRM_CM5_RCP45
0.061449625,0.245234867,0.0351884,CNRM_CM5_RCP45
-0.000700721,0.250520584,0.007285879,CNRM_CM5_RCP45
0.395966005,0.288336443,0.029444756,CNRM_CM5_RCP45
0.13118892,0.313089915,0.002090877,CNRM_CM5_RCP45
1.147778041,0.014206015,0,CNRM_CM5_RCP45
1.6992527,0.000406323,0.000493577,CNRM_CM5_RCP45
0.584431161,0.051297775,0.026666447,CNRM_CM5_RCP45
0.601461661,0.095313635,0.008538601,CNRM_CM5_RCP45
1.549456569,0.008477784,5.28E-06,CNRM_CM5_RCP45
0.75613939,0.029000112,0.000972926,CNRM_CM5_RCP45
-0.053480244,0.057794566,-5.88E-06,CNRM_CM5_RCP45
0.661037986,-0.027770265,0.008408011,CNRM_CM5_RCP45
0.427751481,0.022670394,0.002175397,CNRM_CM5_RCP45
0.317954483,-0.061211656,0.036968526,CNRM_CM5_RCP45
0.69238049,0.026519013,0.000404394,CNRM_CM5_RCP45
0.563025045,0.040797848,0.00108807,CNRM_CM5_RCP45
0.653026196,0.02444086,0.001555221,CNRM_CM5_RCP45
1.17393873,-0.14229905,0.006766011,CNRM_CM5_RCP45
0.660829629,0.032413182,0.004092174,CNRM_CM5_RCP45
1.056885113,-0.007587707,0.000406239,CNRM_CM5_RCP45
0.483554629,0.035198384,0.025409325,CNRM_CM5_RCP45
0.625294365,0.005193856,0.000619147,CNRM_CM5_RCP45
0.498762226,0.012294292,0.000552046,CNRM_CM5_RCP45
1.286731792,0.030723865,0.003309459,CNRM_CM5_RCP45
0.807971254,-0.002985242,0.000134336,CNRM_CM5_RCP45
0.5581321,0.001856697,2.10E-05,CNRM_CM5_RCP45
0.736020265,0.006715798,0.003164686,CNRM_CM5_RCP45
0.708868918,0.025113121,7.04E-05,CNRM_CM5_RCP45
0.719317392,-0.093256792,0.011864876,CNRM_CM5_RCP45
0.880039132,-0.004988914,1.34E-05,CNRM_CM5_RCP45
0.973497479,0.009200486,-0.000364742,CNRM_CM5_RCP45
0.790602057,-0.090030557,0.00122775,CNRM_CM5_RCP45
-0.020018968,0.045978254,0.005550352,CNRM_CM5_RCP45
0.262065798,-0.011139753,0.012100688,CNRM_CM5_RCP45
0.570343085,-0.05708078,0.013075447,CNRM_CM5_RCP45
1.020258341,-0.047239172,0.000308005,CNRM_CM5_RCP45
0.935702493,-0.021979064,0.000833732,CNRM_CM5_RCP45
0.500001543,-0.066478203,0.001435258,CNRM_CM5_RCP45
0.560348351,0.006439294,0.001183727,CNRM_CM5_RCP45
1.070529606,-0.06766586,-0.004656686,CNRM_CM5_RCP45
0.399018733,-0.077893141,0.006575403,CNRM_CM5_RCP45
0.665317263,-0.061961645,0.009642347,CNRM_CM5_RCP45
0.874897714,-0.017496076,-0.001348015,CNRM_CM5_RCP45
1.430932407,-0.023837472,-4.34E-05,CNRM_CM5_RCP45
0.171398278,-0.002817677,2.48E-05,CNRM_CM5_RCP45
0.353218297,0.054259928,0.006288098,CNRM_CM5_RCP45
0.84391046,-0.052407251,0.013860119,CNRM_CM5_RCP45
0.452596528,0.050258067,0.005286505,CNRM_CM5_RCP45
1.078313864,-0.074590234,0.006805082,CNRM_CM5_RCP45
0.149996925,0.070344125,0.022164708,CNRM_CM5_RCP45
1.084175291,-0.078539518,-0.004768325,CNRM_CM5_RCP45
1.061401934,0.010268023,0.014901929,CNRM_CM5_RCP45
0.752346204,-0.04733859,0.000350676,CNRM_CM5_RCP45
0.289460202,-0.013510583,0.004026414,CNRM_CM5_RCP45
0.593653108,-0.152727454,0.042924983,CNRM_CM5_RCP45
0.382480003,0.009782049,0,CNRM_CM5_RCP45
1.12124555,0.663870159,0.003496819,CNRM_CM5_RCP45
0.562454511,0.014863098,0.028896053,CNRM_CM5_RCP45
1.238276968,-0.119529763,0.001655199,CNRM_CM5_RCP45
0.753910817,-0.05279171,0.000905171,CNRM_CM5_RCP45
0.173651962,0.052142604,0.00109555,CNRM_CM5_RCP45
1.311798122,-0.156409191,0.002390435,CNRM_CM5_RCP45
0.298578142,0.16600966,0.002977393,CNRM_CM5_RCP45
0.999149939,0.150744963,0.038929506,CNRM_CM5_RCP45
0.281306379,0.26548674,0.003301912,CNRM_CM5_RCP45
-1.041182228,0.437197613,0.043085264,CNRM_CM5_RCP45
-0.120337629,1.22E-05,-6.71E-08,CNRM_CM5_RCP45
0.166556149,0.27390933,-0.000867006,CNRM_CM5_RCP45
-0.388620695,0.197692023,0.041656809,CNRM_CM5_RCP45
0.548889362,0.182504981,0.00954934,CNRM_CM5_RCP45
0.783852549,0.037598116,0.00010033,CNRM_CM5_RCP45
-0.375511069,0.313060376,0.034400453,CNRM_CM5_RCP45
0.304246282,0.206574972,0.030873424,CNRM_CM5_RCP45
0.068344074,0.223742112,0.005176157,CNRM_CM5_RCP45
-0.24267031,0.012798267,0.000133156,CNRM_CM5_RCP45
0.548363903,0.023911661,0.000352286,CNRM_CM5_RCP45
0.108954992,0.243167973,0.003162092,CNRM_CM5_RCP45
0.423377778,0.006817727,1.14E-05,CNRM_CM5_RCP45
-0.139749486,0.268111941,0.067968493,CNRM_CM5_RCP45
-0.030397289,0.218083313,0.050358413,CNRM_CM5_RCP45
-0.553296215,1.131909587,0.059630892,CNRM_CM5_RCP45
-0.220736712,0.298970103,0.01513684,CNRM_CM5_RCP45
-0.701576202,0.277339065,0.021598328,CNRM_CM5_RCP45
-0.225742962,0.118014999,0.020659302,CNRM_CM5_RCP45
0.014768694,0.216864501,0.002052219,CNRM_CM5_RCP45
-0.077561852,0.033571199,0.029316805,CNRM_CM5_RCP45
0.12129351,0.286715345,0.029908072,CNRM_CM5_RCP45
0.000329623,0.193040754,0.058794633,CNRM_CM5_RCP45
-0.376157608,0.469460689,0.062761052,CNRM_CM5_RCP45
-0.256932156,0.22629815,0.001073418,CNRM_CM5_RCP45
-0.1756419,0.217550101,0.003158095,CNRM_CM5_RCP45
-2.393595231,0.339810281,0.003150184,CNRM_CM5_RCP45
