,RunID,interc_ET,slope_ET,interc_Q,slope_Q,interc_Sed,slope_Sed,model
11642,24701056,-138.988627,0.410808978,36.6782812,0.048868867,1.076651442,-0.000301286,CNRM_CM5_RCP45
11643,24701057,159.0367189,0.276807966,-127.6213549,0.101975403,1.420756308,-0.00054607,CNRM_CM5_RCP45
11644,24701058,1111.029421,-0.24645559,-55.43306751,0.031272574,-1.899911803,0.001027627,CNRM_CM5_RCP45
11645,24701059,1242.541073,-0.279033855,-17.4026144,0.009320025,-0.066966933,3.51E-05,CNRM_CM5_RCP45
11646,24701060,761.0555528,0.020859314,-50.26181648,0.070037584,-27.22781729,0.013870382,CNRM_CM5_RCP45
11647,24701061,274.5259806,0.262312316,-10.92069641,0.006239132,0.014499012,-3.21E-06,CNRM_CM5_RCP45
11648,24701062,172.2171222,0.305637858,-31.20161678,0.024579059,0.351456144,-0.000106401,CNRM_CM5_RCP45
11649,24701063,-42.55569691,0.381415865,37.13792914,-0.007712427,-8.887165306,0.005376688,CNRM_CM5_RCP45
11650,24701064,735.5531215,-0.024511253,-8.079477257,0.005532977,-0.750444031,0.000425878,CNRM_CM5_RCP45
11651,24701065,-138.4161778,0.40647107,109.4269205,-0.035110035,-0.517790642,0.000285789,CNRM_CM5_RCP45
11652,24701066,-97.9439536,0.384409817,-0.272827491,0.000137081,0,0,CNRM_CM5_RCP45
11653,24701067,495.2349831,0.08567301,156.0057713,-0.015781999,-6.75130036,0.003513825,CNRM_CM5_RCP45
11654,24701068,534.5070395,0.048882703,114.530501,0.015794337,-15.31247264,0.008003192,CNRM_CM5_RCP45
11655,24701069,1028.582429,-0.153572646,-39.54820042,0.034194426,-0.959121441,0.000573356,CNRM_CM5_RCP45
11656,24701070,274.1124469,0.28131932,23.74269944,0.000560504,-0.918590396,0.00049489,CNRM_CM5_RCP45
11657,24701071,1068.976593,-0.230734962,-71.42149993,0.097892336,-0.294435115,0.00020928,CNRM_CM5_RCP45
11658,24701072,581.4345468,0.07858054,-120.3152798,0.076553214,0.748972645,-0.000340832,CNRM_CM5_RCP45
11659,24701073,857.690257,-0.095046227,-100.1281198,0.071311119,0.040369987,0.000506585,CNRM_CM5_RCP45
11660,24701074,330.9865926,0.173734615,-62.49011497,0.126371864,5.861109496,-0.002137791,CNRM_CM5_RCP45
11661,24701075,265.041794,0.351017559,-60.65263115,0.035856775,-0.526269389,0.000599268,CNRM_CM5_RCP45
11662,24701076,631.2223759,0.170716536,330.8647635,-0.125721534,-4.730863857,0.002547384,CNRM_CM5_RCP45
11663,24701077,505.9290082,0.242059269,7.686817867,0.000549441,0.348133935,-0.00011804,CNRM_CM5_RCP45
11664,24701078,1128.091624,-0.11886132,192.2325251,-0.080792811,-1.285425602,0.000709319,CNRM_CM5_RCP45
11665,24701079,-560.6088684,0.624930831,-139.5504151,0.109266916,3.256628848,-0.001383011,CNRM_CM5_RCP45
11666,24701080,114.0909747,0.303023211,-82.46418921,0.074364529,-3.50857069,0.002812383,CNRM_CM5_RCP45
11667,24701081,-763.683733,0.813492324,26.10818566,0.033282765,-0.54371207,0.000348776,CNRM_CM5_RCP45
11668,24701082,-259.4413504,0.612177141,-53.37424031,0.028432558,-0.268591588,0.000149989,CNRM_CM5_RCP45
11669,24701083,-691.7999425,0.750718247,167.6223651,-0.062228924,-4.056460709,0.002033604,CNRM_CM5_RCP45
11670,24701084,-51.7529315,0.440439937,58.62995108,0.022227337,4.829408514,-0.001478002,CNRM_CM5_RCP45
11671,24701085,-496.8301141,0.654635018,-34.19574727,0.02953783,-3.438404573,0.001761035,CNRM_CM5_RCP45
11672,24701086,-340.4388603,0.565796042,-39.29845583,0.023273161,0.013417682,-3.90E-06,CNRM_CM5_RCP45
11673,24701087,-240.6676876,0.534243375,6.659103831,0.028202996,5.526602126,-0.00113916,CNRM_CM5_RCP45
11674,24701088,941.1467489,0.033487444,-80.9261987,0.045119443,-1.614029573,0.00081278,CNRM_CM5_RCP45
11675,24701089,872.6594667,0.065620276,-92.08242849,0.050447412,-0.964456265,0.000493392,CNRM_CM5_RCP45
11676,24701090,-136.4003714,0.443634554,-50.29031668,0.058323798,-1.151349033,0.000669505,CNRM_CM5_RCP45
11677,24701091,-385.750977,0.578505937,462.6891138,-0.164555697,-5.294388398,0.00267888,CNRM_CM5_RCP45
11678,24701092,2156.521071,-0.683760532,-163.4783743,0.08850417,-9.134761889,0.004724843,CNRM_CM5_RCP45
11679,24701093,2416.420542,-0.817322328,-121.8377697,0.065884274,-4.281457094,0.002210773,CNRM_CM5_RCP45
11680,24701094,-259.7435736,0.497555126,137.4877443,-0.048444874,-21.25338776,0.010658481,CNRM_CM5_RCP45
11681,24701095,914.3987287,-0.101712058,-143.2691114,0.090349894,-4.104330706,0.002143728,CNRM_CM5_RCP45
11682,24701096,350.8236031,0.192380585,113.9676399,-0.051014032,-0.440791154,0.000221092,CNRM_CM5_RCP45
11683,24701097,501.9572649,0.163931295,-27.18728671,0.017571579,-0.051525184,2.63E-05,CNRM_CM5_RCP45
11684,24701098,818.2843789,-0.11630407,-264.6832299,0.151995321,1.654902029,-0.000706311,CNRM_CM5_RCP45
11685,24701099,300.945397,0.260643018,-78.68237425,0.040383156,0.104721461,-4.78E-05,CNRM_CM5_RCP45
11686,24701100,-1180.188922,0.921065821,272.7315689,-0.109127236,-26.16590365,0.013269583,CNRM_CM5_RCP45
11687,24701101,821.594021,-0.032596433,47.73006089,-0.014026985,-3.28314533,0.001797976,CNRM_CM5_RCP45
11688,24701102,243.6108998,0.304742475,80.86815752,0.022852941,72.62998215,-0.034375246,CNRM_CM5_RCP45
11689,24701103,-349.2239909,0.565471176,474.0841983,-0.146374491,-72.01816935,0.036628623,CNRM_CM5_RCP45
11690,24701104,827.340623,-0.05385265,-165.015558,0.102429031,-3.275147352,0.001677432,CNRM_CM5_RCP45
11691,24701105,-571.695969,0.697244013,-30.93876832,0.030398602,-0.37783611,0.000195718,CNRM_CM5_RCP45
11692,24701106,894.4744903,-0.023744918,-124.1473115,0.07770729,-2.257960774,0.001192431,CNRM_CM5_RCP45
11693,24701107,114.5891663,0.221489742,469.0417562,-0.129564591,-57.87008471,0.030792777,CNRM_CM5_RCP45
11694,24701108,492.9569196,0.135104243,134.9067664,-0.045666777,2.068360279,-0.000882089,CNRM_CM5_RCP45
11695,24701109,-304.185659,0.587362014,228.8911074,-0.083463333,52.62041534,-0.023756317,CNRM_CM5_RCP45
11696,24701110,893.30175,-0.032742162,348.8567373,-0.155514451,-2.882137998,0.001612696,CNRM_CM5_RCP45
11697,24701111,617.4371352,0.03546993,706.6233759,-0.255350648,-62.66599783,0.034090401,CNRM_CM5_RCP45
11698,24701112,-481.1034931,0.619856742,712.7333206,-0.300027672,-14.85938009,0.007829797,CNRM_CM5_RCP45
11699,24701113,-117.8287486,0.465015491,255.577592,-0.053322848,35.44910217,-0.014952941,CNRM_CM5_RCP45
11700,24701114,132.8325352,0.280197166,677.7532222,-0.262588948,34.75794918,-0.013396478,CNRM_CM5_RCP45
11701,24701115,591.0705144,-0.003850067,72.90275889,-0.006795539,0.506569441,-8.03E-05,CNRM_CM5_RCP45
11702,24701116,942.3308605,-0.100507838,515.6522088,-0.197320081,-10.77504572,0.005651783,CNRM_CM5_RCP45
11703,24701117,2260.869676,-0.709599631,369.1024858,-0.126500229,-2.615683466,0.004213322,CNRM_CM5_RCP45
11704,24701118,-231.1709181,0.456201045,757.0632522,-0.272679495,-13.29121016,0.009644253,CNRM_CM5_RCP45
11705,24701119,161.1551213,0.270697786,985.8763137,-0.388213529,27.38592192,-0.008169521,CNRM_CM5_RCP45
11706,24701120,2587.049372,-1.007306462,-703.3541674,0.405823669,-0.399008684,0.000526767,CNRM_CM5_RCP45
11707,24701121,3495.627062,-1.467314043,-362.2594221,0.219584246,-2.717095921,0.001371081,CNRM_CM5_RCP45
11708,24701122,379.4721862,0.133361846,8.459565472,-0.001520164,-1.73316949,0.000914149,CNRM_CM5_RCP45
11709,24701123,740.0104397,-0.061253192,12.3928575,0.085490373,1.658371907,-0.000661158,CNRM_CM5_RCP45
11710,24701124,278.5635211,0.223101331,85.78531117,-0.017431759,-4.652836893,0.003548155,CNRM_CM5_RCP45
11711,24701125,285.624513,0.272088059,22.02962712,-0.004419656,-1.235727685,0.000642313,CNRM_CM5_RCP45
11712,24701126,300.0571758,0.219953863,-43.72641092,0.041937897,-0.303622876,0.000358251,CNRM_CM5_RCP45
11713,24701127,1078.036131,-0.162232318,151.1451622,-0.019532743,-14.17347468,0.007697462,CNRM_CM5_RCP45
11714,24701128,1239.089836,-0.157785555,35.99870449,0.021792313,-0.377705305,0.000236265,CNRM_CM5_RCP45
11715,24701129,986.5178298,-0.055903869,8.189493525,0.077375911,30.23592219,-0.013126191,CNRM_CM5_RCP45
11716,24701130,-113.5161362,0.44141842,-1.554897902,0.000808643,-0.003760435,1.88E-06,CNRM_CM5_RCP45
11717,24701131,1242.768804,-0.171701867,120.3093079,-0.035670505,-2.743895787,0.001403952,CNRM_CM5_RCP45
11718,24701132,1179.75527,-0.331017515,-172.5233455,0.110816698,-1.075644259,0.00083452,CNRM_CM5_RCP45
11719,24701133,-352.1289586,0.70643925,1405.77779,-0.427166939,-12.04710678,0.006947412,CNRM_CM5_RCP45
11720,24701134,-227.8869504,0.513240206,164.122506,-0.004920108,0.183797993,1.64E-05,CNRM_CM5_RCP45
11721,24701135,908.897429,-0.03525076,16.63821239,0.005708682,-2.978246459,0.001567822,CNRM_CM5_RCP45
11722,24701136,701.6611203,0.02400095,1.94872885,0.06714574,-25.93783538,0.013510979,CNRM_CM5_RCP45
11723,24701137,108.4317624,0.346273015,-45.09132571,0.022731608,-0.168441618,8.65E-05,CNRM_CM5_RCP45
11724,24701138,87.79563667,0.334674441,12.05856528,0.033251666,-1.368431146,0.000797999,CNRM_CM5_RCP45
11725,24701139,519.9170856,0.136992945,-189.2003227,0.125307989,1.537926385,-0.000659431,CNRM_CM5_RCP45
11726,24701140,1249.684809,-0.244563322,-179.8999492,0.125704746,-10.66222264,0.006876878,CNRM_CM5_RCP45
11727,24701141,727.5278637,-0.035413624,-128.8429428,0.080621254,-24.76842114,0.013744991,CNRM_CM5_RCP45
11728,24701142,1234.424092,-0.210122937,-304.004705,0.182137047,-4.33492099,0.00270322,CNRM_CM5_RCP45
11729,24701143,731.3071543,0.002407821,-18.75780958,0.07669579,-12.36989647,0.012477236,CNRM_CM5_RCP45
11730,24701144,384.6076094,0.211154282,15.73377963,-0.005921176,-0.092519725,4.85E-05,CNRM_CM5_RCP45
11731,24701145,712.228718,-0.000124011,-165.7096746,0.095177773,-4.949182897,0.002882413,CNRM_CM5_RCP45
11732,24701146,927.0931287,-0.172794125,-199.9699238,0.144533822,-21.56235714,0.018699816,CNRM_CM5_RCP45
11733,24701147,1021.608437,-0.132051023,-253.3658236,0.196324592,5.812065118,0.001586891,CNRM_CM5_RCP45
11734,24701148,759.6196095,-0.03827836,-94.92551558,0.088140653,-246.3366286,0.126007737,CNRM_CM5_RCP45
11735,24701149,25.23372093,0.41535814,-53.88292244,0.029277348,-0.088846303,6.20E-05,CNRM_CM5_RCP45
11736,24701150,-219.3712311,0.538802186,-145.806956,0.080361874,0.723226418,-0.000330283,CNRM_CM5_RCP45
11737,24701151,1208.639856,-0.203138607,76.19055382,0.064362522,-48.19243463,0.025172943,CNRM_CM5_RCP45
11738,24701152,57.69472112,0.473730926,-102.4212589,0.071457038,0.58849154,-0.000216123,CNRM_CM5_RCP45
11739,24701153,-566.5251488,0.738905652,-129.8515768,0.086577191,1.230017405,-0.000552929,CNRM_CM5_RCP45
11740,24701154,-420.2228475,0.613777549,-17.05058438,0.03011449,0.49831536,-0.000155697,CNRM_CM5_RCP45
11741,24701155,-165.5210371,0.535930529,-73.90447711,0.040353997,-0.229348278,0.000169521,CNRM_CM5_RCP45
11742,24701156,-263.1811658,0.534613886,-52.36534082,0.050420505,-2.133138203,0.00127798,CNRM_CM5_RCP45
11743,24701157,-486.8473893,0.681186611,-132.8213638,0.069366162,0.282327724,-0.000131563,CNRM_CM5_RCP45
11744,24701158,-286.4372267,0.609094963,1.331273069,0.01926326,0.571234785,-0.000200553,CNRM_CM5_RCP45
11745,24701159,-27.00366026,0.467531753,-88.22564463,0.09817732,7.621456097,-0.002918202,CNRM_CM5_RCP45
11746,24701160,18.20735653,0.362202583,447.7037423,-0.107861885,-27.30077341,0.014085225,CNRM_CM5_RCP45
11747,24701161,-862.4849794,0.849585297,476.7452905,-0.09289432,-48.69035683,0.025653052,CNRM_CM5_RCP45
11748,24701162,509.0541296,0.187823379,-3.182910089,0.01593447,0.213574687,-3.89E-05,CNRM_CM5_RCP45
11749,24701163,840.9849629,-0.029403924,-6.791165455,0.025588227,-1.914816041,0.000998748,CNRM_CM5_RCP45
11750,24701164,1203.654773,-0.193104366,71.99951973,0.043788294,-0.469493077,0.000612729,CNRM_CM5_RCP45
11751,24701165,559.6475057,0.086331306,435.5503709,-0.149690809,-13.23627991,0.007578276,CNRM_CM5_RCP45
11752,24701166,1530.994684,-0.413021741,180.5221602,0.001996238,7.104652467,-0.002088171,CNRM_CM5_RCP45
11753,24701167,390.7508644,0.23458286,-4.468540344,0.002298759,-0.006506969,3.38E-06,CNRM_CM5_RCP45
11754,24701168,724.0774422,0.065038165,39.6301777,0.048115921,2.07556113,-0.000561432,CNRM_CM5_RCP45
11755,24701169,352.7567702,0.245556306,277.3403281,-0.064117515,1.178284306,-0.000520986,CNRM_CM5_RCP45
11756,24701170,69.99691562,0.348512165,14.22066622,0.013690429,0.43350028,-0.000201286,CNRM_CM5_RCP45
11757,24701171,1073.060886,-0.10168712,68.48568689,0.002140329,-1.414044331,0.000866715,CNRM_CM5_RCP45
11758,24701172,513.8661656,0.156034515,-19.01772282,0.012254824,-0.04094774,2.28E-05,CNRM_CM5_RCP45
11759,24701173,1040.309002,-0.092033458,-32.46760829,0.022540401,-0.955455743,0.000501845,CNRM_CM5_RCP45
11760,24701174,1173.779768,-0.167398792,-52.77770416,0.029369365,-0.301099666,0.000162729,CNRM_CM5_RCP45
11761,24701175,359.7516249,0.231670131,-10.09394258,0.005123843,-0.024532033,1.25E-05,CNRM_CM5_RCP45
11762,24701176,737.8628961,0.027949715,274.2584078,-0.059604718,-0.513191124,0.000257854,CNRM_CM5_RCP45
11763,24701177,309.6210484,0.255000129,-61.50903988,0.04683305,-0.559471461,0.000321048,CNRM_CM5_RCP45
11764,24701178,1918.224778,-0.536663769,-51.03354189,0.070560912,-38.54134689,0.020347244,CNRM_CM5_RCP45
11765,24701179,1212.435527,-0.248971484,288.8679196,-0.052600581,11.72275635,-0.00381799,CNRM_CM5_RCP45
11766,24701180,51.58706602,0.395842811,-22.6570137,0.012897887,0.203284306,-7.91E-05,CNRM_CM5_RCP45
11767,24701181,687.8042943,0.077705076,100.0430471,0.000554277,-3.84132506,0.002208453,CNRM_CM5_RCP45
11768,24701182,931.8554302,-0.038848837,13.03221935,0.053568526,-2.373854148,0.001615127,CNRM_CM5_RCP45
11769,24701183,857.470945,-0.032357553,244.3637988,-0.046096718,-3.719692056,0.001889272,CNRM_CM5_RCP45
11770,24701184,753.2496539,0.033789294,-3.817923645,0.022342179,1.14600478,-0.000481289,CNRM_CM5_RCP45
11771,24701185,1566.553786,-0.334645679,-9.367835458,0.112272563,0.456510249,0.000300917,CNRM_CM5_RCP45
11772,24701186,1705.297993,-0.409710756,-118.4096491,0.097848625,-1.899434192,0.001022479,CNRM_CM5_RCP45
11773,24701187,1670.345643,-0.364550319,36.89926024,0.009762975,1.079645069,-0.000290575,CNRM_CM5_RCP45
11774,24701188,438.687355,0.151231317,-13.54027265,0.009149927,-0.121173869,9.32E-05,CNRM_CM5_RCP45
11775,24701189,838.0575482,-0.071266285,-43.64987413,0.046287293,1.251021495,0.001699961,CNRM_CM5_RCP45
11776,24701190,264.3785915,0.194375246,-195.8063373,0.121732642,1.070689308,-0.000473915,CNRM_CM5_RCP45
11777,24701191,945.9111393,-0.17031146,-174.0616505,0.107676414,-0.647268457,0.000430641,CNRM_CM5_RCP45
11778,24701192,1013.124869,-0.098004293,-202.8154493,0.13233291,-6.273475999,0.003423703,CNRM_CM5_RCP45
11779,24701193,999.5092142,-0.13202263,28.55997417,0.055951364,-0.161990664,0.000871008,CNRM_CM5_RCP45
11780,24701194,834.6729214,-0.048345846,70.33866669,0.031914988,-0.118105098,0.000641592,CNRM_CM5_RCP45
11781,24701195,733.0673992,0.054992162,-5.588545338,0.016287623,0.019357335,2.14E-05,CNRM_CM5_RCP45
11782,24701196,1024.163836,-0.111642923,-13.15988245,0.046383318,-26.22468794,0.014038545,CNRM_CM5_RCP45
11783,24701197,780.3139649,0.005922563,-55.06818185,0.051555132,2.131897371,-0.000695735,CNRM_CM5_RCP45
11784,24701198,430.9876192,0.165277326,404.6023603,-0.150318437,-9.707049633,0.004990714,CNRM_CM5_RCP45
11785,24701199,1269.494094,-0.227517727,-32.33058322,0.021121579,-4.902899942,0.002558727,CNRM_CM5_RCP45
11786,24701200,1142.538395,-0.203478986,-75.7934835,0.105584174,-84.13504919,0.045793739,CNRM_CM5_RCP45
11787,24701201,-499.4774551,0.641848027,-53.92887466,0.053934655,0.135534194,-6.58E-05,CNRM_CM5_RCP45
11788,24701202,588.6316986,0.074411907,232.8713774,-0.074451733,-12.05688909,0.006606082,CNRM_CM5_RCP45
11789,24701203,651.2131511,0.03441335,42.00902543,0.013188076,-1.674475486,0.000907005,CNRM_CM5_RCP45
11790,24701204,-279.0702487,0.500298608,89.83839282,-0.020274044,0.471528464,-0.000191788,CNRM_CM5_RCP45
11791,24701205,-757.5725993,0.72859986,338.0492505,-0.107322943,-0.264591551,0.000134314,CNRM_CM5_RCP45
11792,24701206,-570.5536534,0.64925852,244.8272365,-0.102460722,-1.162599666,0.000597613,CNRM_CM5_RCP45
11793,24701207,499.7173671,0.150999458,97.66941429,-0.01760535,0.542841793,6.26E-05,CNRM_CM5_RCP45
11794,24701208,-64.92326288,0.458093728,-11.77039185,0.011773032,-0.749539505,0.000441413,CNRM_CM5_RCP45
11795,24701209,349.8895816,0.25111439,-10.38576088,0.062696959,35.94013152,-0.014694924,CNRM_CM5_RCP45
11796,24701210,-617.282416,0.709005484,278.0436343,-0.108244991,-5.144018662,0.00256918,CNRM_CM5_RCP45
11797,24701211,-507.4818949,0.605714049,328.9170425,-0.076644533,-0.870315631,0.000442598,CNRM_CM5_RCP45
11798,24701212,869.9966647,-0.024433894,75.58994212,-0.017772518,-5.688126621,0.002928969,CNRM_CM5_RCP45
11799,24701213,585.6263425,0.074340513,-18.08804942,0.014990116,1.057478039,-0.000415647,CNRM_CM5_RCP45
11800,24701214,522.8755982,0.193801493,-113.2291401,0.078565362,-0.613161561,0.000408296,CNRM_CM5_RCP45
11801,24701215,424.7330419,0.174720053,-14.59278785,0.036031071,1.521325488,-0.000474765,CNRM_CM5_RCP45
11802,24701216,90.52688465,0.345087187,-32.66428125,0.046561192,3.142435851,-0.001308402,CNRM_CM5_RCP45
11803,24701217,13.29307896,0.427505372,-58.23125567,0.037654008,0.101004994,-2.61E-05,CNRM_CM5_RCP45
11804,24701218,191.0495394,0.295005182,-286.228441,0.201952387,6.018215713,-0.002677549,CNRM_CM5_RCP45
11805,24701219,645.169411,0.140226962,27.43862452,0.005509744,5.083899942,-0.002349424,CNRM_CM5_RCP45
11806,24701220,694.459952,0.095974558,159.312205,0.022757871,17.166093,-0.006561499,CNRM_CM5_RCP45
11807,24701221,1159.724491,-0.131301576,55.24911505,0.020321936,6.961125829,-0.001994706,CNRM_CM5_RCP45
11808,24701222,446.4856324,0.176331194,-65.17852704,0.041991044,-0.330783766,0.000321601,CNRM_CM5_RCP45
11809,24701223,387.5191831,0.265070047,-3.974258348,0.002051968,-0.002015727,1.03E-06,CNRM_CM5_RCP45
11810,24701224,350.2036524,0.214400716,-56.99706175,0.113569343,12.35817287,-0.005005288,CNRM_CM5_RCP45
11811,24701225,749.4347153,0.054451554,-51.81521213,0.064428533,5.826385519,-0.001936566,CNRM_CM5_RCP45
11812,24701226,542.9923887,0.1563331,-132.9549419,0.118120326,-0.582672956,0.000323116,CNRM_CM5_RCP45
11813,24701227,516.5511488,0.146005115,-12.38465602,0.013340547,0.378730816,-0.000112528,CNRM_CM5_RCP45
11814,24701228,741.4111007,0.092682944,139.3824545,-0.026050537,3.601416014,-0.001638473,CNRM_CM5_RCP45
11815,24701229,307.7828142,0.126037819,412.7211332,-0.054284464,-57.25627368,0.034890301,CNRM_CM5_RCP45
11816,24701230,574.86246,-0.022040597,197.2644615,-0.048089227,9.604021364,-0.003354478,CNRM_CM5_RCP45
11817,24701231,-1738.989349,1.132294829,879.2484931,-0.308182323,24.51818805,-0.011553013,CNRM_CM5_RCP45
11818,24701232,1341.843281,-0.302937589,270.6402599,-0.017258738,41.73400157,-0.011761119,CNRM_CM5_RCP45
11819,24701233,488.0921111,0.078055786,-119.9043121,0.125971618,20.0942481,-0.007285443,CNRM_CM5_RCP45
11820,24701234,887.7692844,-0.031137092,-30.0876134,0.043446059,-11.41047918,0.006044907,CNRM_CM5_RCP45
11821,24701235,649.6238292,0.065065714,-161.5111863,0.124549005,0.366065789,-0.000151079,CNRM_CM5_RCP45
11822,24701236,449.4021145,0.145147764,-0.396585635,0.000209811,0.000293167,-1.17E-07,CNRM_CM5_RCP45
11823,24701237,702.9269239,0.022453002,-95.65305492,0.056606876,-0.606174754,0.000324799,CNRM_CM5_RCP45
11824,24701238,-122.8447124,0.418978226,-6.71818108,0.010710102,-0.849267078,0.000432049,CNRM_CM5_RCP45
11825,24701239,679.8480979,0.025718627,-89.32986276,0.049147753,0.082204094,-2.91E-05,CNRM_CM5_RCP45
11826,24701240,252.5359752,0.203736572,-63.90751796,0.032455501,-1.683703386,0.000859218,CNRM_CM5_RCP45
11827,24701241,339.0588234,0.195568599,-84.64701833,0.048107172,-0.448060133,0.000233978,CNRM_CM5_RCP45
11828,24701242,211.9036574,0.171708665,-142.5411151,0.073357994,-4.357449668,0.00219328,CNRM_CM5_RCP45
11829,24701243,4012.783753,-1.416041933,-65.19379297,0.043086427,-1.670430046,0.000863484,CNRM_CM5_RCP45
11830,24701244,175.0696498,0.28263158,-40.93137124,0.028965049,-0.201712424,0.000127924,CNRM_CM5_RCP45
11831,24701245,876.618281,-0.082123384,-399.8109239,0.222319952,-1.413114677,0.001014334,CNRM_CM5_RCP45
11832,24701246,604.8141286,0.034612763,-76.48817321,0.039188227,-0.318931816,0.00016155,CNRM_CM5_RCP45
11833,24701247,831.8985523,-0.051980406,-297.0025592,0.165025386,-1.408141035,0.002013489,CNRM_CM5_RCP45
11834,24701248,-913.5907496,0.71862391,536.606296,-0.207100917,-79.2477093,0.040383721,CNRM_CM5_RCP45
11835,24701249,-15.97067572,0.395990496,-291.6441089,0.174264591,0.046473874,3.26E-05,CNRM_CM5_RCP45
11836,24701250,193.5865117,0.310910683,117.6523215,-0.007659694,-4.846426366,0.002781826,CNRM_CM5_RCP45
11837,24701251,267.1381186,0.253176968,-276.5715532,0.166876336,0.049686037,0.000667872,CNRM_CM5_RCP45
11838,24701252,279.732142,0.245748547,76.11830041,0.033767744,-3.645905039,0.001836047,CNRM_CM5_RCP45
11839,24701253,503.3055552,0.166308978,-323.0045646,0.198222596,-1.115251509,0.000694153,CNRM_CM5_RCP45
11840,24701254,663.1774226,0.046339624,-16.68270531,0.011171579,-0.096648349,6.07E-05,CNRM_CM5_RCP45
11841,24701255,445.3316997,0.198533637,-11.91075893,0.007071679,-0.172530616,9.59E-05,CNRM_CM5_RCP45
11842,24701256,-330.7484365,0.5170785,-89.68193278,0.051057049,-6.57601228,0.003553388,CNRM_CM5_RCP45
11843,24701257,730.6796567,0.043535007,-32.27508447,0.018153678,-0.008516566,1.88E-05,CNRM_CM5_RCP45
11844,24701258,657.3971994,0.057364121,13.3537689,0.000281686,0.097528306,-7.73E-06,CNRM_CM5_RCP45
11845,24701259,-272.0823089,0.435761438,33.96433254,0.024445891,-0.383413229,0.000207441,CNRM_CM5_RCP45
11846,24701260,1074.033615,-0.18283878,-181.7002259,0.143411863,13.29475404,-0.002474027,CNRM_CM5_RCP45
11847,24701261,278.7219918,0.199137371,-76.72484932,0.055224709,-3.239459237,0.001895824,CNRM_CM5_RCP45
11848,24701262,443.1937278,0.135870522,6.281780253,0.050822076,-60.26981335,0.033013881,CNRM_CM5_RCP45
11849,24701263,1519.156338,-0.408021003,136.70965,0.028323574,-35.57752179,0.033869628,CNRM_CM5_RCP45
11850,24701264,546.864738,0.17831037,401.5143696,-0.112836835,4.442119438,-0.001792436,CNRM_CM5_RCP45
11851,24701265,781.7190496,0.050086717,585.8815736,-0.194260465,-0.343397548,0.000487634,CNRM_CM5_RCP45
11852,24701266,449.4742581,0.211042945,482.4574589,-0.14488627,15.35427905,-0.006017744,CNRM_CM5_RCP45
11853,24701267,1151.917494,-0.226966542,378.2750986,-0.103072227,21.68726037,-0.007615144,CNRM_CM5_RCP45
11854,24701268,-473.3478039,0.634501688,135.9231596,0.039823356,92.12517817,-0.040492078,CNRM_CM5_RCP45
11855,24701269,627.8343543,0.07825516,416.0333697,-0.164423396,-5.375427335,0.002928919,CNRM_CM5_RCP45
11856,24701270,143.7586242,0.353318437,196.4589782,-0.008013059,3.101209433,-0.001145561,CNRM_CM5_RCP45
11857,24701271,799.9869032,0.043994661,347.6553757,-0.066409308,-7.654978384,0.004494365,CNRM_CM5_RCP45
11858,24701272,719.8346997,-0.008189792,292.0216007,-0.087512232,-14.27091356,0.009108984,CNRM_CM5_RCP45
11859,24701273,-1219.698277,0.976677309,1547.769922,-0.664288909,-65.04580619,0.033022825,CNRM_CM5_RCP45
11860,24701274,543.4569698,0.039109666,496.0638992,-0.100981826,-50.1422304,0.030341995,CNRM_CM5_RCP45
11861,24701275,247.042442,0.310475973,192.1646991,-0.038363534,12.72253535,-0.004672686,CNRM_CM5_RCP45
11862,24701276,739.1559917,-0.024396137,796.0681803,-0.297564037,-13.09397775,0.006958117,CNRM_CM5_RCP45
11863,24701277,943.276466,-0.041163115,439.8342353,-0.115735856,-14.56560884,0.012923938,CNRM_CM5_RCP45
11864,24701278,260.8832417,0.294967129,175.3482336,0.013697266,1.745453582,-0.000560119,CNRM_CM5_RCP45
11865,24701279,242.4304404,0.294451129,-147.8223978,0.102631211,-2.635990767,0.001387371,CNRM_CM5_RCP45
11866,24701280,838.6159916,-0.076291659,-154.4193726,0.167831256,-62.32606906,0.042609146,CNRM_CM5_RCP45
11867,24701281,272.6244891,0.213361343,354.1090549,-0.109093526,-12.11668784,0.008299357,CNRM_CM5_RCP45
11868,24701282,357.9315856,0.154323865,-172.5075547,0.099167604,-3.419438599,0.001816782,CNRM_CM5_RCP45
11869,24701283,154.9988026,0.327454098,-191.5394709,0.140120628,1.491558727,-0.000696886,CNRM_CM5_RCP45
11870,24701284,258.7823369,0.215670623,-42.20353392,0.099364965,-3.195889581,0.011247501,CNRM_CM5_RCP45
11871,24701285,435.5274721,0.117075436,-197.9690163,0.112296623,-3.034485726,0.001659146,CNRM_CM5_RCP45
11872,24701286,-557.2799995,0.602234291,38.61342523,0.014052085,-5.03735958,0.002542828,CNRM_CM5_RCP45
11873,24701287,1174.471505,-0.246797048,-407.4561644,0.243045271,-22.66893471,0.013379142,CNRM_CM5_RCP45
11874,24701288,410.5645849,0.117343403,-508.5061286,0.339426168,39.27805079,-0.017020835,CNRM_CM5_RCP45
11875,24701289,2.638893485,0.305255859,514.39714,-0.176112047,-54.92081569,0.03126146,CNRM_CM5_RCP45
11876,24701290,404.6452279,0.127041413,-33.57609627,0.083424217,-581.2696134,0.305252432,CNRM_CM5_RCP45
