year	month	SPI1_MV	SPI1_AG	SPEI1	SPI3_MV	SPI3_AG	SPEI3	SPI6_MV	SPI6_AG	SPEI6	SPI9_MV	SPI9_AG	SPEI9	SPI12_MV	SPI12_AG	SPEI12	VCI
2007	11	-0.403409116	-0.324475593	-0.543791944	0.063772867	0.016173087	-0.202051717	-0.217590909	-0.211199401	-0.589058833	0.721794388	0.634785146	0.300084891	0.580127615	0.444740935	0.098311603	0.384374853
2007	12	-0.036715203	-0.273686546	-0.393882748	0.185695336	0.131726125	-0.040746992	-0.150373775	-0.20358616	-0.465639597	0.094081187	0.079534525	-0.187149305	0.087946439	0.031223406	-0.336056401	0.280543425
2008	1	0.165997983	0.090572736	-0.178738939	-0.12610651	-0.213149357	-0.515993538	-0.057389498	-0.147743325	-0.50287796	0.027944436	-0.036158872	-0.442381469	0.170376374	0.120298013	-0.193110468	0.70815478
2008	2	-0.342490051	-0.445570966	-0.560915488	-0.12428026	-0.291274206	-0.555191127	-0.120546509	-0.309714983	-0.613938692	-0.251901827	-0.427593405	-0.807496685	0.286512539	0.230127455	-0.088543696	0.401856628
2008	3	-1.77258014	-1.946850879	-1.485744953	-0.813306172	-0.978392062	-1.048813641	-0.424007209	-0.769742895	-0.935429946	-0.587472094	-0.870835576	-1.070220239	-0.403366024	-0.559999188	-0.875849399	0.437331479
2008	4	-1.065780784	-0.933463462	-1.02880539	-1.434346394	-1.734970268	-1.380500466	-0.823502004	-1.154786963	-1.157030098	-0.71456451	-1.139483979	-1.148528264	-0.645679653	-1.002250347	-1.124222617	0.420896008
2008	5	-1.039427075	-1.118121661	-1.109829791	-1.999570235	-2.065171537	-1.506812442	-0.928758767	-1.167333976	-1.154651598	-0.778371716	-1.142945514	-1.152821214	-0.874137491	-1.241225144	-1.254681736	0.158183306
2008	6	0.31835217	0.347798901	-0.345962501	-1.387106138	-1.40236556	-1.293316909	-1.189257446	-1.374691488	-1.279712993	-0.712212674	-1.030943979	-1.13081625	-0.850646729	-1.203574558	-1.237179546	0.131646714
2008	7	-0.859828668	-0.724637141	-0.935959234	-0.952618093	-0.899552662	-1.129782301	-1.761653613	-1.799696737	-1.522088351	-1.003900134	-1.218789508	-1.263177353	-0.865661972	-1.192020892	-1.240681722	0.161414486
2008	8	0.024189406	0.063170025	-0.487458141	-0.252050083	-0.23194599	-0.843577061	-2.08912701	-1.936716695	-1.591673326	-0.994711	-1.158563867	-1.222845355	-0.836332215	-1.139317682	-1.206757711	0.169573319
2008	9	-0.325126151	-0.361624077	-0.499866951	-0.467270284	-0.469892122	-0.806684499	-1.323512694	-1.109341778	-1.29045565	-1.252682088	-1.361972042	-1.318125534	-0.793204457	-1.024774679	-1.178944235	0.067339956
2008	10	0.772080356	0.678136444	0.592109712	0.399999681	0.275180104	0.057380304	-0.042451503	-0.090598899	-0.429048159	-1.413176794	-1.201411212	-1.384005827	-0.940460801	-0.954722458	-1.246889047	0.100300101
2008	11	-1.143218099	-0.997081459	-1.19929554	-0.234584582	-0.240427415	-0.482753143	-0.285527605	-0.269757684	-0.630322724	-1.651555723	-1.4152769	-1.559628891	-1.070875944	-1.028484754	-1.282891097	0.133571532
2008	12	-0.124289673	-0.381691713	-0.479351384	-0.203264323	-0.25086271	-0.420843041	-0.334867235	-0.384158159	-0.640423584	-0.775484726	-0.720150108	-1.057150708	-1.096447534	-1.019680394	-1.28111192	0.226818139
